dt,temp,dtemp,rain,relhum,rad,wdir,wspd
3/29/19 13:00,15.6,9.8,0,68,863,318,0.7
3/29/19 14:00,15.9,9.8,0,67,816,321,2.6
3/29/19 15:00,15.6,9.4,0,67,697,320,4
3/29/19 16:00,15.2,9.3,0,68,545,328,4
3/29/19 17:00,14.5,9.2,0,71,354,326,3.3
3/29/19 18:00,13.3,8.8,0,74,145,317,3.4
3/29/19 19:00,12,9.1,0,82,13,326,2.2
3/29/19 20:00,11.2,8.7,0,85,0,352,1.3
3/29/19 21:00,10.9,8.9,0,87,0,359,0.6
3/29/19 22:00,11.3,9.2,0,87,0,350,0.8
3/29/19 23:00,11,8.9,0,87,0,9,1.4
3/30/19 0:00,9.5,7.9,0,90,0,117,0.9
3/30/19 1:00,7.5,6.5,0,93,0,132,1.1
3/30/19 2:00,7.3,6.5,0,94,0,143,0.9
3/30/19 3:00,6.4,5.7,0,95,0,120,0.9
3/30/19 4:00,5.4,4.7,0,95,0,118,0.7
3/30/19 5:00,5.2,4.5,0,96,1,97,0.6
3/30/19 6:00,4.9,4.3,0,96,2,75,0.7
3/30/19 7:00,5,4.5,0,96,27,80,0.5
3/30/19 8:00,8.2,7.5,0,95,219,144,1
3/30/19 9:00,13.7,10.2,0,79,457,156,0.7
3/30/19 10:00,15.7,10.7,0,72,621,310,2.5
3/30/19 11:00,16,11,0,72,741,328,3.2
3/30/19 12:00,16.3,10.9,0,70,803,316,1.2
3/30/19 13:00,16.5,11,0,70,815,326,2.1
3/30/19 14:00,16.9,10.7,0,67,776,318,2.4
3/30/19 15:00,16.4,11.6,0,73,684,329,3.8
3/30/19 16:00,16.4,11.3,0,72,542,331,1.8
3/30/19 17:00,15.5,10.9,0,74,340,319,2.6
3/30/19 18:00,14.5,10.6,0,77,146,343,1.4
3/30/19 19:00,12.2,9.9,0,86,8,343,0.8
3/30/19 20:00,10.5,9.1,0,91,0,113,0.6
3/30/19 21:00,10.6,9.5,0,93,0,134,0.7
3/30/19 22:00,10,8.9,0,93,0,144,0.6
3/30/19 23:00,8.2,7.3,0,94,0,126,0.7
3/31/19 0:00,7.3,6.6,0,95,0,138,1.1
3/31/19 1:00,8,7.3,0,95,0,153,1.1
3/31/19 2:00,8,7.2,0,95,0,133,0.8
3/31/19 3:00,7.3,6.6,0,95,0,148,0.9
3/31/19 4:00,6.9,6.2,0,95,0,141,0.7
3/31/19 5:00,7.5,6.7,0,95,0,121,0.9
3/31/19 6:00,6,5.3,0,95,1,122,0.7
3/31/19 7:00,6.1,5.4,0,95,31,118,0.5
3/31/19 8:00,9.1,7.3,0,89,236,147,0.9
3/31/19 9:00,14,10.1,0,77,468,175,1
3/31/19 10:00,15.5,12,0,80,624,307,1.9
3/31/19 11:00,16.5,12.3,0,76,745,285,2.1
3/31/19 12:00,17.5,12.7,0,73,812,296,2.5
3/31/19 13:00,18.3,13.2,0,72,824,291,1.8
3/31/19 14:00,17.7,12.8,0,73,752,300,1.2
3/31/19 15:00,17.2,12.6,0,74,598,295,0.8
3/31/19 16:00,17.2,12,0,71,395,294,0.9
3/31/19 17:00,15.4,11.9,0,80,219,313,1.3
3/31/19 18:00,14.3,11.7,0,84,81,306,0.8
3/31/19 19:00,13.3,11.5,0,89,7,330,0.8
3/31/19 20:00,12.4,11.1,0,91,0,323,1.3
3/31/19 21:00,11.8,10.7,0,93,0,334,0.6
3/31/19 22:00,10.6,9.6,0,94,0,113,0.6
3/31/19 23:00,9.3,8.5,0,94,0,155,0.6
4/1/19 0:00,8.6,7.8,0,95,0,145,1
4/1/19 1:00,8.9,8.2,0,95,0,147,1.3
4/1/19 2:00,9,8.2,0,95,0,117,0.9
4/1/19 3:00,8,7.3,0,95,0,138,0.9
4/1/19 4:00,7.4,6.8,0.1,96,0,144,1.2
4/1/19 5:00,7.7,6.8,0,94,0,139,1.1
4/1/19 6:00,7.3,6.2,0,93,1,105,0.9
4/1/19 7:00,8.2,7,0,92,20,153,1
4/1/19 8:00,9.4,7.8,0,90,107,147,0.9
4/1/19 9:00,12.5,8.9,0,78,246,147,0.7
4/1/19 10:00,14.7,11.4,0,81,221,295,1.3
4/1/19 11:00,14.4,12.4,0,88,182,318,2.2
4/1/19 12:00,15.7,13.1,0,84,421,314,2.3
4/1/19 13:00,16.2,12.9,0,81,359,301,2.1
4/1/19 14:00,16.4,12.9,0,80,201,271,1.5
4/1/19 15:00,14.5,12.8,1,89,75,198,1.1
4/1/19 16:00,15.4,12.7,0.3,84,187,88,1.9
4/1/19 17:00,15,12.4,0,85,115,304,2.2
4/1/19 18:00,13.7,11.8,0,88,48,331,1.9
4/1/19 19:00,12.7,10.9,0,89,3,352,1.4
4/1/19 20:00,12.5,10.8,0,90,0,20,0.9
4/1/19 21:00,12.4,10.3,0,87,0,73,1.1
4/1/19 22:00,12.5,8.9,0,79,0,137,1.5
4/1/19 23:00,11.1,9.4,0,89,0,162,1.3
4/2/19 0:00,10.7,9.5,0,92,0,180,1.3
4/2/19 1:00,10.4,9.3,0,93,0,172,1.1
4/2/19 2:00,10.5,9.6,0,94,0,133,0.8
4/2/19 3:00,10.7,9.9,4.5,95,0,127,0.7
4/2/19 4:00,10.7,10,2.6,96,0,118,0.7
4/2/19 5:00,10.9,10.3,1.1,96,0,151,0.9
4/2/19 6:00,10.9,10.3,0.7,97,1,149,0.9
4/2/19 7:00,11.5,11.1,0.3,97,14,97,0.7
4/2/19 8:00,12.5,12,0.2,97,55,155,0.9
4/2/19 9:00,13.2,12.7,0.4,97,139,180,1.2
4/2/19 10:00,13.2,12.7,1.2,96,236,257,1.6
4/2/19 11:00,14,13.1,0,95,345,246,1.7
4/2/19 12:00,13.9,12.3,0,90,302,263,2.1
4/2/19 13:00,14.1,11.9,0,86,356,264,1.9
4/2/19 14:00,15.6,11.8,0,78,678,251,2.3
4/2/19 15:00,15.3,11.2,0,77,484,249,2.3
4/2/19 16:00,15.2,11.4,0,78,408,222,2
4/2/19 17:00,14.9,11.3,0,79,226,202,1.5
4/2/19 18:00,14,11,0,82,67,183,1.4
4/2/19 19:00,12.7,11.3,0.1,91,4,155,0.9
4/2/19 20:00,12.3,11.4,0.4,94,0,172,0.7
4/2/19 21:00,12.2,11.3,0.2,95,0,260,1
4/2/19 22:00,12.1,11.4,0.2,96,0,124,0.6
4/2/19 23:00,12,11.4,0.5,96,0,138,0.6
4/3/19 0:00,12,11.4,0.4,96,0,135,0.6
4/3/19 1:00,11.6,11.1,0,96,0,110,0.5
4/3/19 2:00,11.6,11,0.1,97,0,102,0.6
4/3/19 3:00,11.5,11,0.6,97,0,168,0.6
4/3/19 4:00,11.3,10.8,0.1,97,0,114,0.6
4/3/19 5:00,10.9,10.5,0.2,97,0,147,0.6
4/3/19 6:00,9.6,9.1,0,97,2,124,0.8
4/3/19 7:00,10.1,9.7,0.1,97,39,131,0.8
4/3/19 8:00,11.6,11.2,0,97,157,98,0.6
4/3/19 9:00,13.3,12.3,0,94,293,141,1.2
4/3/19 10:00,14,12,0,88,325,163,1.2
4/3/19 11:00,15,11.8,0,81,486,206,1.7
4/3/19 12:00,15.7,12.1,0,79,571,184,1.8
4/3/19 13:00,16.4,11.7,0,74,539,172,1.7
4/3/19 14:00,15.2,11.3,0,78,324,210,1.9
4/3/19 15:00,15.4,11.3,0,77,346,187,1.5
4/3/19 16:00,14.6,10.8,0,78,164,200,1.6
4/3/19 17:00,14,10.9,0,81,150,221,1.7
4/3/19 18:00,13.6,10.7,0,83,80,217,1.1
4/3/19 19:00,12.5,10.3,0,87,9,234,0.6
4/3/19 20:00,11.4,10.1,0,92,0,140,0.6
4/3/19 21:00,11.1,10.1,0,94,0,143,0.8
4/3/19 22:00,11,10.1,0,94,0,152,0.8
4/3/19 23:00,11.3,10.6,0.1,95,0,156,0.7
4/4/19 0:00,11.4,10.7,0,96,0,148,0.6
4/4/19 1:00,11.2,10.6,0.5,96,0,173,0.8
4/4/19 2:00,11.4,10.8,0.2,96,0,100,0.7
4/4/19 3:00,10.9,10.3,0,96,0,118,0.6
4/4/19 4:00,11.2,10.7,0,97,0,115,0.5
4/4/19 5:00,11.4,10.9,0.6,97,0,94,0.6
4/4/19 6:00,11.3,10.8,0,97,0,148,0.6
4/4/19 7:00,11.3,10.8,0,97,30,143,0.7
4/4/19 8:00,11.7,11.3,0.6,97,63,276,0.9
4/4/19 9:00,12.4,11.9,0,97,153,120,0.9
4/4/19 10:00,13.6,12,0,90,334,155,1.5
4/4/19 11:00,14.7,10.8,0,78,383,160,1.7
4/4/19 12:00,15.4,10.8,0,74,535,155,2
4/4/19 13:00,16.4,10.8,0,69,730,172,2.4
4/4/19 14:00,16.2,10.2,0,68,551,163,2.4
4/4/19 15:00,15.4,10.5,0,72,455,182,2.4
4/4/19 16:00,15.3,10.5,0,73,400,180,2.4
4/4/19 17:00,14.7,10.7,0,77,190,183,2.2
4/4/19 18:00,14.2,10.9,0,81,66,163,1.4
4/4/19 19:00,13.4,10.9,0,85,7,150,1
4/4/19 20:00,12.8,10.7,0,87,0,88,0.5
4/4/19 21:00,12.5,10.7,0,89,0,119,0.5
4/4/19 22:00,12.9,11,0,88,0,103,0.9
4/4/19 23:00,12.2,10.2,0,88,0,124,0.8
4/5/19 0:00,11.2,9.9,0,92,0,101,0.6
4/5/19 1:00,12.3,11.1,0,92,0,85,0.7
4/5/19 2:00,12.7,11.3,0,92,0,114,0.8
4/5/19 3:00,12.6,11.1,0,91,0,114,1.1
4/5/19 4:00,12.2,10.8,0,91,0,127,0.8
4/5/19 5:00,12.1,10.8,0.1,92,0,115,1
4/5/19 6:00,12.2,10.8,0,91,2,133,1.1
4/5/19 7:00,12.5,10.6,0,88,29,123,1.1
4/5/19 8:00,12.8,10.4,0,85,49,145,1.5
4/5/19 9:00,12.6,11,3.5,90,70,160,1.4
4/5/19 10:00,12.7,11.7,2.6,94,90,143,1.1
4/5/19 11:00,13.6,12.6,0,94,228,212,1.2
4/5/19 12:00,14.2,12.5,0,89,228,174,1.2
4/5/19 13:00,15.6,12.4,0,81,490,202,1.5
4/5/19 14:00,17.1,11.6,0,70,715,195,1.8
4/5/19 15:00,17.8,11.4,0,66,692,165,1.7
4/5/19 16:00,17.2,9.8,0,62,362,205,1.9
4/5/19 17:00,15.1,10.9,0,76,119,195,1.6
4/5/19 18:00,14.7,11.7,0,82,65,155,1.1
4/5/19 19:00,13.1,10.8,0,86,6,114,0.8
4/5/19 20:00,11.5,10.2,0,92,0,152,1
4/5/19 21:00,10.9,9.9,0,94,0,109,0.6
4/5/19 22:00,10.4,9.5,0,94,0,122,0.6
4/5/19 23:00,9.4,8.7,0,95,0,104,0.6
4/6/19 0:00,9.4,8.7,0,95,0,140,1
4/6/19 1:00,9.8,9.2,0,96,0,126,0.6
4/6/19 2:00,11.2,10.6,0,96,0,110,0.7
4/6/19 3:00,12.4,11.6,0,95,0,126,0.8
4/6/19 4:00,12,11.2,0,95,0,177,0.8
4/6/19 5:00,12.6,11.9,0.1,95,0,92,0.8
4/6/19 6:00,12.7,12,0.3,95,0,120,0.8
4/6/19 7:00,13,12.2,0,95,36,117,1
4/6/19 8:00,13.9,12.4,0,91,97,134,1.1
4/6/19 9:00,15.1,12.4,0,84,231,155,1.3
4/6/19 10:00,17.3,13.2,0,77,565,144,1.9
4/6/19 11:00,17.4,13.1,0,76,517,150,2.1
4/6/19 12:00,16.7,12.9,0,78,386,159,1.8
4/6/19 13:00,17.5,13.6,0,78,557,161,1.9
4/6/19 14:00,17.9,13.4,0,75,538,175,2.2
4/6/19 15:00,17.9,13.6,0,76,487,182,2.1
4/6/19 16:00,17.9,13.4,0,75,380,193,1.8
4/6/19 17:00,16.4,13.3,0,82,207,184,1.9
4/6/19 18:00,16.1,13.2,0,83,141,191,1.4
4/6/19 19:00,14.6,12.6,0,87,13,205,0.9
4/6/19 20:00,13,11.7,0,92,0,106,0.6
4/6/19 21:00,11.5,10.5,0,94,0,147,0.7
4/6/19 22:00,11.1,10.3,0,95,0,142,1
4/6/19 23:00,10.9,10.2,0,95,0,131,0.9
4/7/19 0:00,11.7,11.1,0,96,0,155,0.9
4/7/19 1:00,12,11.2,0,95,0,138,0.7
4/7/19 2:00,12,11.2,0,94,0,146,1
4/7/19 3:00,11.5,10.5,0,94,0,174,1.3
4/7/19 4:00,10.9,9.9,0,94,0,154,1
4/7/19 5:00,10.5,9.6,0,95,0,138,0.8
4/7/19 6:00,10.3,9.5,0,95,1,130,0.8
4/7/19 7:00,11.2,10.5,0,96,31,147,0.9
4/7/19 8:00,12.7,11.8,0,94,129,153,0.8
4/7/19 9:00,15.5,13.6,0,88,308,191,0.8
4/7/19 10:00,18,14.4,0,79,627,303,1.6
4/7/19 11:00,18.5,14.7,0,78,726,251,2.1
4/7/19 12:00,19.7,14.8,0,74,761,278,2.3
4/7/19 13:00,19.2,14.9,0,76,742,278,2.5
4/7/19 14:00,18.6,14.9,0,79,764,278,2.6
4/7/19 15:00,18.1,14.8,0,81,669,265,2.4
4/7/19 16:00,18.8,15,0,79,551,265,1.8
4/7/19 17:00,16.8,14.1,0,84,327,281,2.1
4/7/19 18:00,15.8,13.7,0,87,136,263,1.5
4/7/19 19:00,13.9,12.8,0,93,13,277,1.5
4/7/19 20:00,13.4,12.7,0,96,0,309,1.6
4/7/19 21:00,13,12.4,0,96,0,280,0.7
4/7/19 22:00,12.7,12.2,0,96,0,96,0.5
4/7/19 23:00,12.1,11.6,0,96,0,161,0.6
4/8/19 0:00,11.9,11.4,0,97,0,177,0.7
4/8/19 1:00,11.5,11,0,97,0,61,0.5
4/8/19 2:00,11.9,11.5,0,97,0,137,0.9
4/8/19 3:00,11.4,10.9,0,97,0,308,0.6
4/8/19 4:00,11.1,10.7,0,97,0,163,0.9
4/8/19 5:00,11.5,11.1,0,97,0,255,0.7
4/8/19 6:00,10.9,10.5,0,97,2,129,0.5
4/8/19 7:00,11.4,11,0,97,55,142,0.7
4/8/19 8:00,12.7,12.3,0,97,204,276,1.1
4/8/19 9:00,15,14.3,0,96,376,255,1.1
4/8/19 10:00,17.1,14.9,0,87,582,242,1.8
4/8/19 11:00,18.1,14.9,0,81,662,276,2.1
4/8/19 12:00,20.7,15.6,0,72,761,305,1.4
4/8/19 13:00,21.8,15.8,0,69,748,286,2
4/8/19 14:00,21.8,15.7,0,69,740,289,2.5
4/8/19 15:00,20.5,15.6,0,73,535,302,2.6
4/8/19 16:00,17,14.8,0,87,184,299,2.3
4/8/19 17:00,15.7,14.6,0.6,93,40,270,1.5
4/8/19 18:00,15.5,14.7,0.1,95,31,250,0.8
4/8/19 19:00,15.2,14.5,0,95,6,221,0.7
4/8/19 20:00,15,14.3,0.1,96,0,272,1.3
4/8/19 21:00,14.5,13.9,0.3,97,0,285,2.1
4/8/19 22:00,14,13.6,0,97,0,309,2.8
4/8/19 23:00,13.4,12.9,0,97,0,304,3.6
4/9/19 0:00,12.8,12.2,0.2,96,0,312,3.4
4/9/19 1:00,12.4,11.7,0.3,95,0,321,3.2
4/9/19 2:00,12.6,11.2,0,91,0,328,3.5
4/9/19 3:00,12.9,11,0,88,0,328,3.5
4/9/19 4:00,12.8,10.8,0,88,0,327,4
4/9/19 5:00,12.5,10.2,0,86,0,334,3.6
4/9/19 6:00,12.4,9.6,0,83,2,330,4.6
4/9/19 7:00,12.1,8.5,0,79,58,324,4
4/9/19 8:00,13,8.2,0,72,254,328,5.1
4/9/19 9:00,13.8,8.3,0,69,409,327,5.7
4/9/19 10:00,14.8,8.5,0,66,634,327,5.6
4/9/19 11:00,15.1,8.6,0,65,780,321,6.5
4/9/19 12:00,15.5,9.2,0,66,850,322,6.6
4/9/19 13:00,15.6,9.8,0,68,865,326,6.8
4/9/19 14:00,15.7,9.8,0,68,841,331,6.5
4/9/19 15:00,15.5,9.5,0,67,730,328,6.6
4/9/19 16:00,14.8,8.9,0,68,486,327,6.5
4/9/19 17:00,14,8.9,0,72,313,327,6.4
4/9/19 18:00,13.4,8.8,0,74,143,326,4.9
4/9/19 19:00,12.3,8.9,0,80,16,329,4.8
4/9/19 20:00,11.9,8.9,0,82,0,328,4.1
4/9/19 21:00,11.8,9.1,0,84,0,336,3.6
4/9/19 22:00,11.6,8.7,0,83,0,333,4.2
4/9/19 23:00,11.4,8.6,0,83,0,331,4.1
4/10/19 0:00,11.1,8.4,0,83,0,340,3.6
4/10/19 1:00,10.9,8.2,0,84,0,339,3
4/10/19 2:00,10.7,7.9,0,83,0,339,3.4
4/10/19 3:00,10.2,7.5,0,83,0,349,3.2
4/10/19 4:00,9.3,6.6,0,83,0,352,2.3
4/10/19 5:00,9.2,6.8,0,85,0,342,3
4/10/19 6:00,9.1,6.4,0,83,4,349,2.5
4/10/19 7:00,8.6,6,0,84,55,36,1.6
4/10/19 8:00,11.3,7.4,0,77,296,14,1.6
4/10/19 9:00,13.8,7.9,0,68,501,323,3.8
4/10/19 10:00,14.1,7.8,0,66,666,320,5
4/10/19 11:00,14.7,7.9,0,64,785,329,4.9
4/10/19 12:00,15,8.2,0,64,846,324,5
4/10/19 13:00,15.4,9.1,0,66,857,319,5.4
4/10/19 14:00,15.6,10.2,0,71,810,321,5.1
4/10/19 15:00,15.4,10.3,0,72,710,324,5.1
4/10/19 16:00,15.2,10.4,0,73,564,324,4.7
4/10/19 17:00,14.5,10.1,0,75,364,315,4
4/10/19 18:00,13.8,9.5,0,76,170,317,2.8
4/10/19 19:00,11.8,9,0,83,16,307,1.3
4/10/19 20:00,10.8,8.9,0,88,0,328,1.2
4/10/19 21:00,9.9,8.4,0,90,0,133,0.6
4/10/19 22:00,8.9,7.8,0,93,0,145,0.7
4/10/19 23:00,7.8,6.8,0,94,0,138,0.8
4/11/19 0:00,8.1,7.4,0,95,0,145,0.8
4/11/19 1:00,7.8,7.1,0,95,0,148,0.8
4/11/19 2:00,6.9,6.2,0,96,0,129,0.6
4/11/19 3:00,6.5,5.9,0,96,0,132,0.7
4/11/19 4:00,6.2,5.6,0,96,0,115,0.8
4/11/19 5:00,6.8,6.3,0,97,0,95,0.9
4/11/19 6:00,6.8,6.3,0,97,4,89,0.9
4/11/19 7:00,7.5,7.1,0.1,97,60,96,0.9
4/11/19 8:00,10.1,9.6,0,97,186,316,2.3
4/11/19 9:00,12.4,10.4,0,88,338,320,3.7
4/11/19 10:00,12.8,9.3,0,80,373,326,5
4/11/19 11:00,13.3,9.2,0,76,524,330,5.7
4/11/19 12:00,14.1,9.3,0,73,708,326,5.4
4/11/19 13:00,13.2,8.7,0,74,420,323,5.8
4/11/19 14:00,14.2,9.2,0,72,684,322,6.1
4/11/19 15:00,13.7,8.9,0,73,483,324,5.2
4/11/19 16:00,14,8.9,0,71,583,325,7
4/11/19 17:00,12.7,8.6,0,76,301,327,7.3
4/11/19 18:00,11.8,8.3,0,79,115,326,5.9
4/11/19 19:00,11.1,8.1,0,82,13,326,5.6
4/11/19 20:00,10.8,8.3,0,84,0,337,3.9
4/11/19 21:00,10.7,8.3,0,85,0,339,3
4/11/19 22:00,10.7,8.5,0,86,0,337,3
4/11/19 23:00,10.9,8.6,0,86,0,331,2.5
4/12/19 0:00,10.7,8.6,0,87,0,331,2.7
4/12/19 1:00,10.8,8.8,0,87,0,328,3.1
4/12/19 2:00,10.9,8.8,0,87,0,328,3.5
4/12/19 3:00,10.7,8.8,0,88,0,331,3.3
4/12/19 4:00,10.6,8.5,0,87,0,341,2.8
4/12/19 5:00,10.5,8.4,0,87,0,344,3.1
4/12/19 6:00,10.3,8.4,0,88,4,335,2.2
4/12/19 7:00,10.5,8.5,0,88,67,326,1.9
4/12/19 8:00,12.2,9.4,0,83,281,340,2.3
4/12/19 9:00,13.8,10,0,78,528,321,3.3
4/12/19 10:00,14.1,10.2,0,78,649,317,4
4/12/19 11:00,14.4,10.6,0,78,778,321,4.2
4/12/19 12:00,14.7,11,0,78,832,315,3.9
4/12/19 13:00,15.3,11.2,0,77,860,322,4.3
4/12/19 14:00,15.3,11.2,0,76,808,317,4.2
4/12/19 15:00,15.2,10.9,0,76,716,317,4.1
4/12/19 16:00,14.7,10.7,0,77,554,313,4.3
4/12/19 17:00,15.2,10.7,0,74,383,322,3.2
4/12/19 18:00,13.4,9.9,0,80,183,312,3.4
4/12/19 19:00,11.6,9.4,0,86,19,318,1.9
4/12/19 20:00,10.7,9.1,0,90,0,343,1
4/12/19 21:00,9.4,8.1,0,92,0,54,0.5
4/12/19 22:00,10.2,9.2,0,93,0,171,0.5
4/12/19 23:00,11,10,0,94,0,342,1
4/13/19 0:00,10.9,9.7,0,92,0,6,1.6
4/13/19 1:00,10.7,9.4,0,92,0,352,1.3
4/13/19 2:00,10.5,9.2,0,92,0,335,1.1
4/13/19 3:00,10.2,9.1,0,93,0,21,0.8
4/13/19 4:00,9.9,8.8,0,93,0,51,0.8
4/13/19 5:00,9.6,8.7,0,94,0,76,0.8
4/13/19 6:00,8.5,7.6,0,95,4,120,0.7
4/13/19 7:00,7.9,7.1,0,95,60,134,0.9
4/13/19 8:00,11.7,9.6,0,87,322,155,1
4/13/19 9:00,14.3,10.4,0,78,517,291,1.8
4/13/19 10:00,13.6,10.7,0,83,668,292,2
4/13/19 11:00,15.3,11.7,0,80,777,291,2
4/13/19 12:00,15.2,11.6,0,79,849,295,2.5
4/13/19 13:00,16,11.8,0,76,790,287,2
4/13/19 14:00,16.3,11.8,0,75,760,258,2.2
4/13/19 15:00,16.5,11.9,0,74,681,266,2.2
4/13/19 16:00,15,11.2,0,78,490,297,3
4/13/19 17:00,14.3,10.9,0,80,355,318,2.9
4/13/19 18:00,13.4,10.3,0,81,160,322,2.9
4/13/19 19:00,11.2,9.3,0,88,17,339,2.9
4/13/19 20:00,10.4,9,0,91,0,338,2.5
4/13/19 21:00,10.3,9.1,0,92,0,346,1.8
4/13/19 22:00,10.6,9.3,0,91,0,354,2
4/13/19 23:00,10.7,9.1,0,90,0,346,1.9
4/14/19 0:00,10.7,9.1,0,90,0,1,1.3
4/14/19 1:00,10.5,8.8,0,89,0,350,1.9
4/14/19 2:00,10.2,8.5,0,89,0,2,1.5
4/14/19 3:00,9.4,7.9,0,90,0,19,1
4/14/19 4:00,9.6,8.2,0,91,0,7,1.3
4/14/19 5:00,10.1,8.4,0,89,0,3,1.6
4/14/19 6:00,10.2,8.4,0,88,3,11,1.3
4/14/19 7:00,10.5,8.7,0,89,30,345,1.9
4/14/19 8:00,10.8,9,0,89,89,348,2
4/14/19 9:00,12.1,9.7,0,85,188,350,2.1
4/14/19 10:00,13.8,10.5,0,81,432,329,2.5
4/14/19 11:00,14.5,11.2,0,80,656,316,3.1
4/14/19 12:00,14.9,11.4,0,80,773,316,3.4
4/14/19 13:00,15.3,11.6,0,79,686,315,3.4
4/14/19 14:00,15,11.5,0,79,659,322,3.5
4/14/19 15:00,13.5,10.8,0,84,403,324,3.6
4/14/19 16:00,13.1,10.1,0,83,233,347,3.4
4/14/19 17:00,13.3,9.8,0,79,231,345,3
4/14/19 18:00,12.4,9.4,0,82,88,335,2.6
4/14/19 19:00,11.2,8.9,0,85,17,341,2
4/14/19 20:00,9.6,7.7,0,88,0,10,1.6
4/14/19 21:00,8.8,6.9,0,88,0,23,1.1
4/14/19 22:00,7.8,6,0,89,0,113,0.9
4/14/19 23:00,6.7,5.5,0,92,0,160,0.9
4/15/19 0:00,6.4,5.5,0,94,0,152,0.8
4/15/19 1:00,7.3,6.4,0,94,0,145,0.8
4/15/19 2:00,7.6,6.7,0,94,0,145,0.8
4/15/19 3:00,6.6,5.8,0,95,0,151,1
4/15/19 4:00,5.6,4.9,0,95,0,153,1
4/15/19 5:00,5.2,4.6,0,96,1,144,0.9
4/15/19 6:00,4.9,4.3,0,96,6,143,0.8
4/15/19 7:00,6.5,5.9,0,96,66,146,0.8
4/15/19 8:00,9.1,8.2,0,94,228,152,0.7
4/15/19 9:00,13.6,9.7,0,77,479,340,1.4
4/15/19 10:00,14.2,8.5,0,69,640,291,2
4/15/19 11:00,14.2,8.6,0,69,737,287,2.7
4/15/19 12:00,14.3,9,0,71,726,275,2.4
4/15/19 13:00,13.9,8.7,0,71,432,286,2.1
4/15/19 14:00,13.1,8.5,0,74,228,273,1.4
4/15/19 15:00,12.7,8.6,0,76,136,234,1
4/15/19 16:00,12.2,9.2,0.3,82,103,196,1
4/15/19 17:00,11.8,9.1,0.1,83,80,181,0.7
4/15/19 18:00,11.2,8.9,0,86,31,169,0.8
4/15/19 19:00,10.8,9.3,0.2,91,8,127,0.6
4/15/19 20:00,10.7,9.5,0.1,93,0,115,0.7
4/15/19 21:00,10.9,9.9,0.1,94,0,112,0.7
4/15/19 22:00,11.2,10.3,0,94,0,112,0.6
4/15/19 23:00,11.4,10.4,0,94,0,143,0.9
4/16/19 0:00,11.5,10.4,0,93,0,152,1.1
4/16/19 1:00,11.4,10.4,0.5,94,0,181,1.1
4/16/19 2:00,11.3,10.4,0.2,94,0,242,0.9
4/16/19 3:00,11.3,10.5,0.2,95,0,272,0.7
4/16/19 4:00,11.2,10.5,0,95,0,178,0.5
4/16/19 5:00,10.6,9.9,0.1,95,0,326,0.9
4/16/19 6:00,9.9,9.2,0,95,7,34,0.8
4/16/19 7:00,10.8,10.1,0,96,51,2,0.9
4/16/19 8:00,12.2,10.8,0,91,264,332,2.3
4/16/19 9:00,13,10,0,82,370,326,3.2
4/16/19 10:00,14,10.3,0,78,519,326,3.5
4/16/19 11:00,15.1,10.7,0,75,785,327,3.5
4/16/19 12:00,15.2,10.6,0,74,841,324,4
4/16/19 13:00,15.1,10.5,0,74,915,320,4.5
4/16/19 14:00,15.4,10.8,0,74,862,320,4.6
4/16/19 15:00,15.2,10.7,0,75,722,324,4.9
4/16/19 16:00,14.9,10.4,0,75,569,333,4.8
4/16/19 17:00,14.1,10,0,76,410,326,4.5
4/16/19 18:00,13.2,9.4,0,78,204,329,4.1
4/16/19 19:00,11.3,8.7,0,84,24,326,3
4/16/19 20:00,10.5,8.6,0,88,0,340,2.4
4/16/19 21:00,10.9,9.1,0,89,0,337,2.6
4/16/19 22:00,10.8,9,0,89,0,339,1.8
4/16/19 23:00,10.9,9,0,88,0,345,1.7
4/17/19 0:00,10.2,8.3,0,88,0,33,0.9
4/17/19 1:00,9.4,8.1,0,92,0,86,0.6
4/17/19 2:00,9.9,8.9,0,93,0,160,0.5
4/17/19 3:00,10.3,9.2,0,93,0,85,0.7
4/17/19 4:00,10.1,8.9,0,92,0,84,0.7
4/17/19 5:00,10,8.8,0,92,0,112,0.6
4/17/19 6:00,9.7,8.5,0,93,5,63,1
4/17/19 7:00,9.9,8.8,0,93,51,49,0.9
4/17/19 8:00,10.8,9.4,0,91,161,34,1.1
4/17/19 9:00,12.6,10,0,84,377,330,1.7
4/17/19 10:00,14,10.5,0,80,689,299,2.4
4/17/19 11:00,14.3,10.9,0,80,799,273,2.5
4/17/19 12:00,14.9,11.3,0,79,842,303,3
4/17/19 13:00,15.6,11.6,0,77,858,317,3
4/17/19 14:00,15.9,11.8,0,76,821,304,3
4/17/19 15:00,15.6,11.5,0,76,726,300,3.2
4/17/19 16:00,15.6,11.5,0,76,586,305,3.2
4/17/19 17:00,15.4,11.2,0,76,409,303,2.9
4/17/19 18:00,14.1,10.8,0,81,192,317,2.6
4/17/19 19:00,11.8,9.9,0,88,22,331,2.3
4/17/19 20:00,10.6,9.3,0,91,0,344,1.2
4/17/19 21:00,10.1,9.1,0,93,0,335,1
4/17/19 22:00,10,9.1,0,94,0,340,1.3
4/17/19 23:00,8.4,7.6,0,95,0,140,0.9
4/18/19 0:00,7,6.3,0,95,0,146,0.8
4/18/19 1:00,6.6,6,0,96,0,129,0.7
4/18/19 2:00,6,5.4,0,96,0,139,0.6
4/18/19 3:00,6.7,6.1,0,96,0,141,0.9
