"Plot Title: RLNF"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20521510, SEN S/N: 20521510)","Event, units (LGR S/N: 20521510, SEN S/N: 20521510)","Coupler Attached (LGR S/N: 20521510)","Host Connected (LGR S/N: 20521510)","Stopped (LGR S/N: 20521510)","End Of File (LGR S/N: 20521510)"
84,03/07/20 06:54:21 AM,,18.00,,,,
85,03/07/20 07:00:00 AM,43.466,,,,,
86,03/07/20 07:14:49 AM,,19.00,,,,
87,03/07/20 07:15:00 AM,43.466,,,,,
88,03/07/20 07:30:00 AM,43.648,,,,,
89,03/07/20 07:45:00 AM,44.013,,,,,
90,03/07/20 07:48:41 AM,,20.00,,,,
91,03/07/20 08:00:00 AM,44.379,,,,,
92,03/07/20 08:15:00 AM,44.922,,,,,
93,03/07/20 08:26:59 AM,,21.00,,,,
94,03/07/20 08:30:00 AM,45.286,,,,,
95,03/07/20 08:45:00 AM,45.286,,,,,
96,03/07/20 09:00:00 AM,46.008,,,,,
97,03/07/20 09:01:29 AM,,22.00,,,,
98,03/07/20 09:15:00 AM,46.008,,,,,
99,03/07/20 09:30:00 AM,46.369,,,,,
100,03/07/20 09:45:00 AM,46.548,,,,,
101,03/07/20 10:00:00 AM,47.446,,,,,
102,03/07/20 10:15:00 AM,47.982,,,,,
103,03/07/20 10:22:23 AM,,23.00,,,,
104,03/07/20 10:22:24 AM,,24.00,,,,
105,03/07/20 10:30:00 AM,47.802,,,,,
106,03/07/20 10:45:00 AM,47.624,,,,,
107,03/07/20 10:57:19 AM,,25.00,,,,
108,03/07/20 11:00:00 AM,47.624,,,,,
109,03/07/20 11:04:11 AM,,26.00,,,,
110,03/07/20 11:04:41 AM,,27.00,,,,
111,03/07/20 11:05:31 AM,,28.00,,,,
112,03/07/20 11:09:09 AM,,29.00,,,,
113,03/07/20 11:10:06 AM,,30.00,,,,
114,03/07/20 11:10:27 AM,,31.00,,,,
115,03/07/20 11:11:03 AM,,32.00,,,,
116,03/07/20 11:11:24 AM,,33.00,,,,
117,03/07/20 11:12:00 AM,,34.00,,,,
118,03/07/20 11:12:49 AM,,35.00,,,,
119,03/07/20 11:14:19 AM,,36.00,,,,
120,03/07/20 11:15:00 AM,47.088,,,,,
121,03/07/20 11:15:10 AM,,37.00,,,,
122,03/07/20 11:16:50 AM,,38.00,,,,
123,03/07/20 11:18:54 AM,,39.00,,,,
124,03/07/20 11:19:30 AM,,40.00,,,,
125,03/07/20 11:19:31 AM,,41.00,,,,
126,03/07/20 11:20:11 AM,,42.00,,,,
127,03/07/20 11:24:57 AM,,43.00,,,,
128,03/07/20 11:30:00 AM,46.728,,,,,
129,03/07/20 11:30:36 AM,,44.00,,,,
130,03/07/20 11:35:25 AM,,45.00,,,,
131,03/07/20 11:35:26 AM,,46.00,,,,
132,03/07/20 11:42:10 AM,,47.00,,,,
133,03/07/20 11:42:59 AM,,48.00,,,,
134,03/07/20 11:43:50 AM,,49.00,,,,
135,03/07/20 11:44:57 AM,,50.00,,,,
136,03/07/20 11:45:00 AM,46.728,,,,,
137,03/07/20 11:46:39 AM,,51.00,,,,
138,03/07/20 11:49:34 AM,,52.00,,,,
139,03/07/20 11:54:27 AM,,53.00,,,,
140,03/07/20 12:00:00 PM,46.908,,,,,
141,03/07/20 12:00:34 PM,,54.00,,,,
142,03/07/20 12:03:19 PM,,55.00,,,,
143,03/07/20 12:04:25 PM,,56.00,,,,
144,03/07/20 12:06:28 PM,,57.00,,,,
145,03/07/20 12:12:15 PM,,58.00,,,,
146,03/07/20 12:15:00 PM,47.088,,,,,
147,03/07/20 12:15:22 PM,,59.00,,,,
148,03/07/20 12:18:08 PM,,60.00,,,,
149,03/07/20 12:21:35 PM,,61.00,,,,
150,03/07/20 12:30:00 PM,47.624,,,,,
151,03/07/20 12:32:08 PM,,62.00,,,,
152,03/07/20 12:32:09 PM,,63.00,,,,
153,03/07/20 12:37:02 PM,,64.00,,,,
154,03/07/20 12:44:19 PM,,65.00,,,,
155,03/07/20 12:45:00 PM,47.266,,,,,
156,03/07/20 12:56:05 PM,,66.00,,,,
157,03/07/20 01:00:00 PM,47.446,,,,,
158,03/07/20 01:14:27 PM,,67.00,,,,
159,03/07/20 01:15:00 PM,48.160,,,,,
160,03/07/20 01:30:00 PM,47.982,,,,,
161,03/07/20 01:33:31 PM,,68.00,,,,
162,03/07/20 01:43:33 PM,,69.00,,,,
163,03/07/20 01:45:00 PM,47.624,,,,,
164,03/07/20 01:49:51 PM,,70.00,,,,
165,03/07/20 01:55:53 PM,,71.00,,,,
166,03/07/20 01:59:20 PM,,72.00,,,,
167,03/07/20 02:00:00 PM,47.088,,,,,
168,03/07/20 02:03:37 PM,,73.00,,,,
169,03/07/20 02:06:12 PM,,74.00,,,,
170,03/07/20 02:08:41 PM,,75.00,,,,
171,03/07/20 02:15:00 PM,47.982,,,,,
172,03/07/20 02:19:52 PM,,76.00,,,,
173,03/07/20 02:30:00 PM,51.699,,,,,
174,03/07/20 02:45:00 PM,52.401,,,,,
175,03/07/20 03:00:00 PM,51.346,,,,,
176,03/07/20 03:15:00 PM,50.466,,,,,
177,03/07/20 03:30:00 PM,52.050,,,,,
178,03/07/20 03:45:00 PM,50.995,,,,,
179,03/07/20 04:00:00 PM,50.819,,,,,
180,03/07/20 04:15:00 PM,50.290,,,,,
181,03/07/20 04:30:00 PM,49.228,,,,,
182,03/07/20 04:45:00 PM,48.871,,,,,
183,03/07/20 05:00:00 PM,48.517,,,,,
184,03/07/20 05:15:00 PM,47.624,,,,,
185,03/07/20 05:30:00 PM,46.908,,,,,
186,03/07/20 05:45:00 PM,46.188,,,,,
187,03/07/20 06:00:00 PM,45.466,,,,,
188,03/07/20 06:15:00 PM,44.560,,,,,
189,03/07/20 06:30:00 PM,43.831,,,,,
190,03/07/20 06:45:00 PM,43.099,,,,,
191,03/07/20 07:00:00 PM,42.548,,,,,
192,03/07/20 07:15:00 PM,41.994,,,,,
193,03/07/20 07:30:00 PM,41.994,,,,,
194,03/07/20 07:45:00 PM,41.994,,,,,
195,03/07/20 08:00:00 PM,41.625,,,,,
196,03/07/20 08:15:00 PM,41.439,,,,,
197,03/07/20 08:30:00 PM,41.625,,,,,
198,03/07/20 08:45:00 PM,41.625,,,,,
199,03/07/20 09:00:00 PM,41.810,,,,,
200,03/07/20 09:15:00 PM,41.994,,,,,
201,03/07/20 09:30:00 PM,42.179,,,,,
202,03/07/20 09:45:00 PM,42.363,,,,,
203,03/07/20 10:00:00 PM,42.548,,,,,
204,03/07/20 10:15:00 PM,42.732,,,,,
205,03/07/20 10:30:00 PM,42.732,,,,,
206,03/07/20 10:45:00 PM,42.548,,,,,
207,03/07/20 11:00:00 PM,42.732,,,,,
208,03/07/20 11:15:00 PM,42.732,,,,,
209,03/07/20 11:30:00 PM,42.548,,,,,
210,03/07/20 11:45:00 PM,42.732,,,,,
211,03/08/20 12:00:00 AM,42.548,,,,,
212,03/08/20 12:15:00 AM,42.732,,,,,
213,03/08/20 12:30:00 AM,42.732,,,,,
214,03/08/20 12:43:46 AM,,77.00,,,,
215,03/08/20 12:43:47 AM,,78.00,,,,
216,03/08/20 12:45:00 AM,42.732,,,,,
217,03/08/20 01:00:00 AM,42.915,,,,,
218,03/08/20 01:00:19 AM,,79.00,,,,
219,03/08/20 01:15:00 AM,42.732,,,,,
220,03/08/20 01:30:00 AM,42.915,,,,,
221,03/08/20 01:42:05 AM,,80.00,,,,
222,03/08/20 01:45:00 AM,42.732,,,,,
223,03/08/20 02:00:00 AM,42.915,,,,,
224,03/08/20 02:15:00 AM,42.732,,,,,
225,03/08/20 02:30:00 AM,42.548,,,,,
226,03/08/20 02:45:00 AM,41.994,,,,,
227,03/08/20 03:00:00 AM,41.625,,,,,
228,03/08/20 03:15:00 AM,41.254,,,,,
229,03/08/20 03:30:00 AM,40.881,,,,,
230,03/08/20 03:45:00 AM,40.881,,,,,
231,03/08/20 04:00:00 AM,41.067,,,,,
232,03/08/20 04:15:00 AM,41.254,,,,,
233,03/08/20 04:30:00 AM,41.254,,,,,
234,03/08/20 04:45:00 AM,41.067,,,,,
235,03/08/20 05:00:00 AM,40.881,,,,,
236,03/08/20 05:15:00 AM,40.696,,,,,
237,03/08/20 05:30:00 AM,40.696,,,,,
238,03/08/20 05:45:00 AM,40.696,,,,,
239,03/08/20 06:00:00 AM,40.509,,,,,
240,03/08/20 06:15:00 AM,40.509,,,,,
241,03/08/20 06:30:00 AM,40.509,,,,,
242,03/08/20 06:45:00 AM,40.509,,,,,
243,03/08/20 07:00:00 AM,40.509,,,,,
244,03/08/20 07:15:00 AM,40.509,,,,,
245,03/08/20 07:30:00 AM,40.509,,,,,
246,03/08/20 07:45:00 AM,40.696,,,,,
247,03/08/20 08:00:00 AM,40.881,,,,,
248,03/08/20 08:15:00 AM,41.254,,,,,
249,03/08/20 08:30:00 AM,41.810,,,,,
250,03/08/20 08:45:00 AM,42.363,,,,,
251,03/08/20 09:00:00 AM,43.099,,,,,
252,03/08/20 09:15:00 AM,44.013,,,,,
253,03/08/20 09:30:00 AM,45.286,,,,,
254,03/08/20 09:45:00 AM,46.008,,,,,
255,03/08/20 10:00:00 AM,46.369,,,,,
256,03/08/20 10:15:00 AM,46.369,,,,,
257,03/08/20 10:30:00 AM,47.088,,,,,
258,03/08/20 10:45:00 AM,47.624,,,,,
259,03/08/20 11:00:00 AM,47.982,,,,,
260,03/08/20 11:15:00 AM,48.871,,,,,
261,03/08/20 11:30:00 AM,49.759,,,,,
262,03/08/20 11:45:00 AM,50.466,,,,,
263,03/08/20 12:00:00 PM,52.050,,,,,
264,03/08/20 12:15:00 PM,53.798,,,,,
265,03/08/20 12:30:00 PM,54.669,,,,,
266,03/08/20 12:45:00 PM,56.404,,,,,
267,03/08/20 01:00:00 PM,56.923,,,,,
268,03/08/20 01:15:00 PM,56.923,,,,,
269,03/08/20 01:30:00 PM,55.189,,,,,
270,03/08/20 01:45:00 PM,55.189,,,,,
271,03/08/20 02:00:00 PM,57.096,,,,,
272,03/08/20 02:15:00 PM,56.577,,,,,
273,03/08/20 02:30:00 PM,55.364,,,,,
274,03/08/20 02:45:00 PM,54.842,,,,,
275,03/08/20 03:00:00 PM,53.623,,,,,
276,03/08/20 03:15:00 PM,52.750,,,,,
277,03/08/20 03:30:00 PM,51.874,,,,,
278,03/08/20 03:45:00 PM,51.523,,,,,
279,03/08/20 04:00:00 PM,50.995,,,,,
280,03/08/20 04:15:00 PM,50.819,,,,,
281,03/08/20 04:30:00 PM,50.466,,,,,
282,03/08/20 04:45:00 PM,49.404,,,,,
283,03/08/20 05:00:00 PM,48.871,,,,,
284,03/08/20 05:15:00 PM,48.517,,,,,
285,03/08/20 05:30:00 PM,48.160,,,,,
286,03/08/20 05:45:00 PM,47.446,,,,,
287,03/08/20 06:00:00 PM,46.908,,,,,
288,03/08/20 06:15:00 PM,46.188,,,,,
289,03/08/20 06:30:00 PM,45.648,,,,,
290,03/08/20 06:45:00 PM,45.104,,,,,
291,03/08/20 07:00:00 PM,44.742,,,,,
292,03/08/20 07:15:00 PM,44.379,,,,,
293,03/08/20 07:30:00 PM,44.013,,,,,
294,03/08/20 07:45:00 PM,44.013,,,,,
295,03/08/20 08:00:00 PM,43.831,,,,,
296,03/08/20 08:15:00 PM,43.648,,,,,
297,03/08/20 08:30:00 PM,43.466,,,,,
298,03/08/20 08:45:00 PM,43.831,,,,,
299,03/08/20 09:00:00 PM,44.013,,,,,
300,03/08/20 09:15:00 PM,44.195,,,,,
301,03/08/20 09:30:00 PM,44.379,,,,,
302,03/08/20 09:45:00 PM,44.195,,,,,
303,03/08/20 10:00:00 PM,44.195,,,,,
304,03/08/20 10:15:00 PM,44.195,,,,,
305,03/08/20 10:30:00 PM,44.195,,,,,
306,03/08/20 10:45:00 PM,44.195,,,,,
307,03/08/20 11:00:00 PM,44.195,,,,,
308,03/08/20 11:15:00 PM,44.195,,,,,
309,03/08/20 11:30:00 PM,44.013,,,,,
310,03/08/20 11:45:00 PM,43.831,,,,,
311,03/09/20 12:00:00 AM,43.831,,,,,
312,03/09/20 12:15:00 AM,44.013,,,,,
313,03/09/20 12:30:00 AM,44.013,,,,,
314,03/09/20 12:45:00 AM,43.831,,,,,
315,03/09/20 01:00:00 AM,43.831,,,,,
316,03/09/20 01:15:00 AM,43.831,,,,,
317,03/09/20 01:30:00 AM,43.648,,,,,
318,03/09/20 01:45:00 AM,43.466,,,,,
319,03/09/20 02:00:00 AM,43.282,,,,,
320,03/09/20 02:15:00 AM,43.099,,,,,
321,03/09/20 02:30:00 AM,42.915,,,,,
322,03/09/20 02:45:00 AM,42.732,,,,,
323,03/09/20 03:00:00 AM,42.732,,,,,
324,03/09/20 03:15:00 AM,42.548,,,,,
325,03/09/20 03:30:00 AM,42.732,,,,,
326,03/09/20 03:45:00 AM,42.732,,,,,
327,03/09/20 04:00:00 AM,42.732,,,,,
328,03/09/20 04:15:00 AM,42.915,,,,,
329,03/09/20 04:30:00 AM,43.099,,,,,
330,03/09/20 04:45:00 AM,42.915,,,,,
331,03/09/20 05:00:00 AM,43.099,,,,,
332,03/09/20 05:15:00 AM,43.099,,,,,
333,03/09/20 05:30:00 AM,42.915,,,,,
334,03/09/20 05:45:00 AM,42.915,,,,,
335,03/09/20 06:00:00 AM,42.915,,,,,
336,03/09/20 06:15:00 AM,42.915,,,,,
337,03/09/20 06:30:00 AM,42.732,,,,,
338,03/09/20 06:45:00 AM,42.732,,,,,
339,03/09/20 07:00:00 AM,42.915,,,,,
340,03/09/20 07:15:00 AM,43.282,,,,,
341,03/09/20 07:30:00 AM,43.831,,,,,
342,03/09/20 07:45:00 AM,44.742,,,,,
343,03/09/20 08:00:00 AM,45.286,,,,,
344,03/09/20 08:15:00 AM,45.466,,,,,
345,03/09/20 08:30:00 AM,46.008,,,,,
346,03/09/20 08:45:00 AM,46.548,,,,,
347,03/09/20 09:00:00 AM,46.908,,,,,
348,03/09/20 09:15:00 AM,47.088,,,,,
349,03/09/20 09:30:00 AM,47.802,,,,,
350,03/09/20 09:45:00 AM,49.759,,,,,
351,03/09/20 10:00:00 AM,51.523,,,,,
352,03/09/20 10:15:00 AM,52.750,,,,,
353,03/09/20 10:30:00 AM,53.798,,,,,
354,03/09/20 10:45:00 AM,55.364,,,,,
355,03/09/20 11:00:00 AM,56.057,,,,,
356,03/09/20 11:15:00 AM,57.268,,,,,
357,03/09/20 11:30:00 AM,58.476,,,,,
358,03/09/20 11:45:00 AM,59.680,,,,,
359,03/09/20 12:00:00 PM,59.337,,,,,
360,03/09/20 12:15:00 PM,58.993,,,,,
361,03/09/20 12:30:00 PM,59.851,,,,,
362,03/09/20 12:45:00 PM,59.508,,,,,
363,03/09/20 01:00:00 PM,58.476,,,,,
364,03/09/20 01:15:00 PM,58.131,,,,,
365,03/09/20 01:30:00 PM,59.164,,,,,
366,03/09/20 01:45:00 PM,59.680,,,,,
367,03/09/20 02:00:00 PM,59.508,,,,,
368,03/09/20 02:15:00 PM,58.476,,,,,
369,03/09/20 02:30:00 PM,58.476,,,,,
370,03/09/20 02:45:00 PM,59.164,,,,,
371,03/09/20 03:00:00 PM,59.508,,,,,
372,03/09/20 03:15:00 PM,60.195,,,,,
373,03/09/20 03:30:00 PM,62.254,,,,,
374,03/09/20 03:45:00 PM,62.769,,,,,
375,03/09/20 04:00:00 PM,61.569,,,,,
376,03/09/20 04:15:00 PM,60.024,,,,,
377,03/09/20 04:30:00 PM,58.820,,,,,
378,03/09/20 04:45:00 PM,58.131,,,,,
379,03/09/20 05:00:00 PM,57.096,,,,,
380,03/09/20 05:15:00 PM,56.230,,,,,
381,03/09/20 05:30:00 PM,55.189,,,,,
382,03/09/20 05:45:00 PM,54.147,,,,,
383,03/09/20 06:00:00 PM,53.274,,,,,
384,03/09/20 06:15:00 PM,52.401,,,,,
385,03/09/20 06:30:00 PM,51.523,,,,,
386,03/09/20 06:45:00 PM,50.819,,,,,
387,03/09/20 07:00:00 PM,50.466,,,,,
388,03/09/20 07:15:00 PM,49.937,,,,,
389,03/09/20 07:30:00 PM,49.759,,,,,
390,03/09/20 07:45:00 PM,49.404,,,,,
391,03/09/20 08:00:00 PM,49.228,,,,,
392,03/09/20 08:15:00 PM,49.228,,,,,
393,03/09/20 08:30:00 PM,49.050,,,,,
394,03/09/20 08:45:00 PM,48.871,,,,,
395,03/09/20 09:00:00 PM,48.695,,,,,
396,03/09/20 09:15:00 PM,48.871,,,,,
397,03/09/20 09:30:00 PM,49.050,,,,,
398,03/09/20 09:45:00 PM,49.404,,,,,
399,03/09/20 10:00:00 PM,49.759,,,,,
400,03/09/20 10:15:00 PM,49.937,,,,,
401,03/09/20 10:30:00 PM,50.113,,,,,
402,03/09/20 10:45:00 PM,50.290,,,,,
403,03/09/20 11:00:00 PM,50.290,,,,,
404,03/09/20 11:15:00 PM,50.290,,,,,
405,03/09/20 11:30:00 PM,50.113,,,,,
406,03/09/20 11:45:00 PM,49.937,,,,,
407,03/10/20 12:00:00 AM,49.582,,,,,
408,03/10/20 12:15:00 AM,49.404,,,,,
409,03/10/20 12:30:00 AM,49.404,,,,,
410,03/10/20 12:45:00 AM,49.404,,,,,
411,03/10/20 01:00:00 AM,49.404,,,,,
412,03/10/20 01:15:00 AM,49.582,,,,,
413,03/10/20 01:30:00 AM,49.759,,,,,
414,03/10/20 01:45:00 AM,49.759,,,,,
415,03/10/20 02:00:00 AM,49.759,,,,,
416,03/10/20 02:15:00 AM,49.759,,,,,
417,03/10/20 02:30:00 AM,49.759,,,,,
418,03/10/20 02:45:00 AM,49.582,,,,,
419,03/10/20 03:00:00 AM,49.404,,,,,
420,03/10/20 03:15:00 AM,49.050,,,,,
421,03/10/20 03:30:00 AM,49.050,,,,,
422,03/10/20 03:45:00 AM,49.050,,,,,
423,03/10/20 04:00:00 AM,49.228,,,,,
424,03/10/20 04:15:00 AM,49.404,,,,,
425,03/10/20 04:30:00 AM,49.582,,,,,
426,03/10/20 04:45:00 AM,49.582,,,,,
427,03/10/20 05:00:00 AM,49.404,,,,,
428,03/10/20 05:15:00 AM,49.582,,,,,
429,03/10/20 05:30:00 AM,49.759,,,,,
430,03/10/20 05:45:00 AM,49.759,,,,,
431,03/10/20 06:00:00 AM,49.759,,,,,
432,03/10/20 06:15:00 AM,49.582,,,,,
433,03/10/20 06:30:00 AM,49.582,,,,,
434,03/10/20 06:45:00 AM,49.759,,,,,
435,03/10/20 07:00:00 AM,49.759,,,,,
436,03/10/20 07:15:00 AM,49.937,,,,,
437,03/10/20 07:30:00 AM,50.113,,,,,
438,03/10/20 07:45:00 AM,50.466,,,,,
439,03/10/20 08:00:00 AM,51.172,,,,,
440,03/10/20 08:15:00 AM,51.699,,,,,
441,03/10/20 08:30:00 AM,52.401,,,,,
442,03/10/20 08:45:00 AM,53.274,,,,,
443,03/10/20 09:00:00 AM,54.495,,,,,
444,03/10/20 09:15:00 AM,55.711,,,,,
445,03/10/20 09:30:00 AM,56.404,,,,,
446,03/10/20 09:45:00 AM,56.923,,,,,
447,03/10/20 10:00:00 AM,57.268,,,,,
448,03/10/20 10:15:00 AM,58.131,,,,,
449,03/10/20 10:30:00 AM,59.164,,,,,
450,03/10/20 10:45:00 AM,59.851,,,,,
451,03/10/20 11:00:00 AM,60.368,,,,,
452,03/10/20 11:15:00 AM,61.227,,,,,
453,03/10/20 11:30:00 AM,61.227,,,,,
454,03/10/20 11:45:00 AM,61.741,,,,,
455,03/10/20 12:00:00 PM,62.425,,,,,
456,03/10/20 12:15:00 PM,63.111,,,,,
457,03/10/20 12:30:00 PM,63.455,,,,,
458,03/10/20 12:45:00 PM,62.083,,,,,
459,03/10/20 01:00:00 PM,62.940,,,,,
460,03/10/20 01:15:00 PM,64.310,,,,,
461,03/10/20 01:30:00 PM,64.481,,,,,
462,03/10/20 01:45:00 PM,63.282,,,,,
463,03/10/20 02:00:00 PM,62.083,,,,,
464,03/10/20 02:15:00 PM,60.712,,,,,
465,03/10/20 02:30:00 PM,63.455,,,,,
466,03/10/20 02:45:00 PM,64.481,,,,,
467,03/10/20 03:00:00 PM,68.763,,,,,
468,03/10/20 03:15:00 PM,67.735,,,,,
469,03/10/20 03:30:00 PM,64.825,,,,,
470,03/10/20 03:45:00 PM,64.139,,,,,
471,03/10/20 04:00:00 PM,64.481,,,,,
472,03/10/20 04:15:00 PM,62.425,,,,,
473,03/10/20 04:30:00 PM,60.883,,,,,
474,03/10/20 04:45:00 PM,60.883,,,,,
475,03/10/20 05:00:00 PM,60.712,,,,,
476,03/10/20 05:15:00 PM,60.712,,,,,
477,03/10/20 05:30:00 PM,59.164,,,,,
478,03/10/20 05:45:00 PM,57.268,,,,,
479,03/10/20 06:00:00 PM,55.884,,,,,
480,03/10/20 06:15:00 PM,54.669,,,,,
481,03/10/20 06:30:00 PM,53.798,,,,,
482,03/10/20 06:45:00 PM,53.100,,,,,
483,03/10/20 07:00:00 PM,52.576,,,,,
484,03/10/20 07:15:00 PM,52.225,,,,,
485,03/10/20 07:30:00 PM,52.225,,,,,
486,03/10/20 07:45:00 PM,52.401,,,,,
487,03/10/20 08:00:00 PM,52.225,,,,,
488,03/10/20 08:15:00 PM,52.576,,,,,
489,03/10/20 08:30:00 PM,52.576,,,,,
490,03/10/20 08:45:00 PM,52.576,,,,,
491,03/10/20 08:58:07 PM,,81.00,,,,
492,03/10/20 09:00:00 PM,52.401,,,,,
493,03/10/20 09:15:00 PM,51.874,,,,,
494,03/10/20 09:30:00 PM,51.523,,,,,
495,03/10/20 09:45:00 PM,51.172,,,,,
496,03/10/20 10:00:00 PM,50.643,,,,,
497,03/10/20 10:15:00 PM,50.290,,,,,
498,03/10/20 10:30:00 PM,50.113,,,,,
499,03/10/20 10:45:00 PM,50.290,,,,,
500,03/10/20 11:00:00 PM,50.290,,,,,
501,03/10/20 11:15:00 PM,50.290,,,,,
502,03/10/20 11:30:00 PM,50.113,,,,,
503,03/10/20 11:45:00 PM,49.937,,,,,
504,03/11/20 12:00:00 AM,50.113,,,,,
505,03/11/20 12:15:00 AM,50.290,,,,,
506,03/11/20 12:30:00 AM,50.113,,,,,
507,03/11/20 12:45:00 AM,50.113,,,,,
508,03/11/20 01:00:00 AM,49.937,,,,,
509,03/11/20 01:15:00 AM,49.937,,,,,
510,03/11/20 01:30:00 AM,49.937,,,,,
511,03/11/20 01:45:00 AM,49.937,,,,,
512,03/11/20 02:00:00 AM,49.937,,,,,
513,03/11/20 02:15:00 AM,49.759,,,,,
514,03/11/20 02:30:00 AM,49.759,,,,,
515,03/11/20 02:45:00 AM,49.759,,,,,
516,03/11/20 03:00:00 AM,49.582,,,,,
517,03/11/20 03:15:00 AM,49.404,,,,,
518,03/11/20 03:30:00 AM,49.228,,,,,
519,03/11/20 03:45:00 AM,49.050,,,,,
520,03/11/20 04:00:00 AM,48.871,,,,,
521,03/11/20 04:15:00 AM,48.871,,,,,
522,03/11/20 04:30:00 AM,49.050,,,,,
523,03/11/20 04:45:00 AM,49.228,,,,,
524,03/11/20 05:00:00 AM,49.228,,,,,
525,03/11/20 05:15:00 AM,49.050,,,,,
