"Plot Title: Waterlab"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309220, SEN S/N: 20309220)","Event, units (LGR S/N: 20309220, SEN S/N: 20309220)","End Of File (LGR S/N: 20309220)"
45,01/07/20 02:00:00 AM,34.002,,
46,01/07/20 02:15:00 AM,33.805,,
47,01/07/20 02:30:00 AM,33.607,,
48,01/07/20 02:45:00 AM,33.411,,
49,01/07/20 03:00:00 AM,33.213,,
50,01/07/20 03:15:00 AM,33.411,,
51,01/07/20 03:30:00 AM,33.607,,
52,01/07/20 03:45:00 AM,33.213,,
53,01/07/20 04:00:00 AM,33.213,,
54,01/07/20 04:15:00 AM,33.411,,
55,01/07/20 04:30:00 AM,33.013,,
56,01/07/20 04:45:00 AM,32.815,,
57,01/07/20 05:00:00 AM,32.815,,
58,01/07/20 05:15:00 AM,32.617,,
59,01/07/20 05:30:00 AM,32.418,,
60,01/07/20 05:45:00 AM,32.218,,
61,01/07/20 06:00:00 AM,32.218,,
62,01/07/20 06:15:00 AM,32.218,,
63,01/07/20 06:30:00 AM,32.018,,
64,01/07/20 06:45:00 AM,32.018,,
65,01/07/20 07:00:00 AM,31.816,,
66,01/07/20 07:15:00 AM,31.816,,
67,01/07/20 07:30:00 AM,31.617,,
68,01/07/20 07:45:00 AM,32.018,,
69,01/07/20 08:00:00 AM,32.218,,
70,01/07/20 08:15:00 AM,32.815,,
71,01/07/20 08:30:00 AM,33.213,,
72,01/07/20 08:45:00 AM,34.002,,
73,01/07/20 09:00:00 AM,35.370,,
74,01/07/20 09:15:00 AM,36.723,,
75,01/07/20 09:30:00 AM,38.250,,
76,01/07/20 09:45:00 AM,39.947,,
77,01/07/20 10:00:00 AM,42.179,,
78,01/07/20 10:15:00 AM,48.695,,
79,01/07/20 10:30:00 AM,53.449,,
80,01/07/20 10:45:00 AM,55.711,,
81,01/07/20 11:00:00 AM,54.842,,
82,01/07/20 11:15:00 AM,56.577,,
83,01/07/20 11:30:00 AM,59.164,,
84,01/07/20 11:45:00 AM,62.940,,
85,01/07/20 12:00:00 PM,63.626,,
86,01/07/20 12:15:00 PM,62.940,,
87,01/07/20 12:30:00 PM,61.569,,
88,01/07/20 12:45:00 PM,61.912,,
89,01/07/20 01:00:00 PM,59.680,,
90,01/07/20 01:15:00 PM,60.195,,
91,01/07/20 01:30:00 PM,60.368,,
92,01/07/20 01:45:00 PM,60.195,,
93,01/07/20 02:00:00 PM,60.539,,
94,01/07/20 02:15:00 PM,58.993,,
95,01/07/20 02:30:00 PM,57.268,,
96,01/07/20 02:45:00 PM,56.404,,
97,01/07/20 03:00:00 PM,55.711,,
98,01/07/20 03:15:00 PM,54.842,,
99,01/07/20 03:30:00 PM,54.322,,
100,01/07/20 03:45:00 PM,53.798,,
101,01/07/20 04:00:00 PM,53.274,,
102,01/07/20 04:15:00 PM,52.576,,
103,01/07/20 04:30:00 PM,52.225,,
104,01/07/20 04:45:00 PM,51.523,,
105,01/07/20 05:00:00 PM,50.643,,
106,01/07/20 05:15:00 PM,49.582,,
107,01/07/20 05:30:00 PM,47.982,,
108,01/07/20 05:45:00 PM,46.728,,
109,01/07/20 06:00:00 PM,46.008,,
110,01/07/20 06:15:00 PM,46.369,,
111,01/07/20 06:30:00 PM,47.266,,
112,01/07/20 06:45:00 PM,47.982,,
113,01/07/20 07:00:00 PM,47.624,,
114,01/07/20 07:15:00 PM,47.802,,
115,01/07/20 07:30:00 PM,47.624,,
116,01/07/20 07:45:00 PM,47.802,,
117,01/07/20 08:00:00 PM,47.802,,
118,01/07/20 08:15:00 PM,48.160,,
119,01/07/20 08:30:00 PM,47.446,,
120,01/07/20 08:45:00 PM,46.188,,
121,01/07/20 09:00:00 PM,46.188,,
122,01/07/20 09:15:00 PM,46.369,,
123,01/07/20 09:30:00 PM,45.828,,
124,01/07/20 09:45:00 PM,45.828,,
125,01/07/20 10:00:00 PM,46.188,,
126,01/07/20 10:05:05 PM,,0.01,
127,01/07/20 10:11:54 PM,,0.02,
128,01/07/20 10:15:00 PM,46.188,,
129,01/07/20 10:20:10 PM,,0.03,
130,01/07/20 10:30:00 PM,46.369,,
131,01/07/20 10:44:30 PM,,0.04,
132,01/07/20 10:44:31 PM,,0.05,
133,01/07/20 10:45:00 PM,46.548,,
134,01/07/20 11:00:00 PM,46.548,,
135,01/07/20 11:15:00 PM,46.728,,
136,01/07/20 11:30:00 PM,46.728,,
137,01/07/20 11:45:00 PM,46.728,,
138,01/08/20 12:00:00 AM,46.548,,
139,01/08/20 12:15:00 AM,46.369,,
140,01/08/20 12:30:00 AM,46.188,,
141,01/08/20 12:45:00 AM,46.188,,
142,01/08/20 01:00:00 AM,46.188,,
143,01/08/20 01:15:00 AM,46.369,,
144,01/08/20 01:30:00 AM,46.548,,
145,01/08/20 01:45:00 AM,46.548,,
146,01/08/20 02:00:00 AM,46.728,,
147,01/08/20 02:15:00 AM,46.728,,
148,01/08/20 02:30:00 AM,46.369,,
149,01/08/20 02:45:00 AM,45.466,,
150,01/08/20 03:00:00 AM,44.379,,
151,01/08/20 03:15:00 AM,43.831,,
152,01/08/20 03:30:00 AM,43.466,,
153,01/08/20 03:45:00 AM,43.282,,
154,01/08/20 04:00:00 AM,43.099,,
155,01/08/20 04:15:00 AM,43.099,,
156,01/08/20 04:30:00 AM,42.732,,
157,01/08/20 04:45:00 AM,42.548,,
158,01/08/20 05:00:00 AM,42.363,,
159,01/08/20 05:15:00 AM,42.732,,
160,01/08/20 05:30:00 AM,43.282,,
161,01/08/20 05:45:00 AM,42.915,,
162,01/08/20 06:00:00 AM,41.994,,
163,01/08/20 06:15:00 AM,41.254,,
164,01/08/20 06:30:00 AM,40.509,,
165,01/08/20 06:45:00 AM,41.254,,
166,01/08/20 07:00:00 AM,41.810,,
167,01/08/20 07:15:00 AM,41.254,,
168,01/08/20 07:30:00 AM,40.509,,
169,01/08/20 07:45:00 AM,39.947,,
170,01/08/20 08:00:00 AM,39.947,,
171,01/08/20 08:15:00 AM,39.947,,
172,01/08/20 08:30:00 AM,41.254,,
173,01/08/20 08:45:00 AM,42.732,,
174,01/08/20 09:00:00 AM,43.648,,
175,01/08/20 09:15:00 AM,44.379,,
176,01/08/20 09:30:00 AM,45.104,,
177,01/08/20 09:45:00 AM,45.648,,
178,01/08/20 10:00:00 AM,47.446,,
179,01/08/20 10:15:00 AM,52.925,,
180,01/08/20 10:30:00 AM,53.274,,
181,01/08/20 10:45:00 AM,56.923,,
182,01/08/20 11:00:00 AM,62.254,,
183,01/08/20 11:15:00 AM,62.083,,
184,01/08/20 11:30:00 AM,57.958,,
185,01/08/20 11:45:00 AM,57.096,,
186,01/08/20 12:00:00 PM,57.268,,
187,01/08/20 12:15:00 PM,60.024,,
188,01/08/20 12:30:00 PM,59.164,,
189,01/08/20 12:45:00 PM,58.476,,
190,01/08/20 01:00:00 PM,56.404,,
191,01/08/20 01:15:00 PM,57.785,,
192,01/08/20 01:30:00 PM,58.647,,
193,01/08/20 01:45:00 PM,57.785,,
194,01/08/20 02:00:00 PM,58.647,,
195,01/08/20 02:15:00 PM,59.851,,
196,01/08/20 02:30:00 PM,57.958,,
197,01/08/20 02:45:00 PM,57.441,,
198,01/08/20 03:00:00 PM,56.404,,
199,01/08/20 03:15:00 PM,56.230,,
200,01/08/20 03:30:00 PM,56.057,,
201,01/08/20 03:45:00 PM,55.711,,
202,01/08/20 04:00:00 PM,54.842,,
203,01/08/20 04:15:00 PM,53.973,,
204,01/08/20 04:30:00 PM,53.274,,
205,01/08/20 04:45:00 PM,52.750,,
206,01/08/20 05:00:00 PM,52.050,,
207,01/08/20 05:15:00 PM,51.346,,
208,01/08/20 05:30:00 PM,50.113,,
209,01/08/20 05:45:00 PM,48.695,,
210,01/08/20 06:00:00 PM,47.802,,
211,01/08/20 06:15:00 PM,47.446,,
212,01/08/20 06:30:00 PM,46.908,,
213,01/08/20 06:45:00 PM,46.369,,
214,01/08/20 07:00:00 PM,46.188,,
215,01/08/20 07:15:00 PM,46.008,,
216,01/08/20 07:30:00 PM,46.008,,
217,01/08/20 07:45:00 PM,46.008,,
218,01/08/20 08:00:00 PM,46.008,,
219,01/08/20 08:15:00 PM,46.008,,
220,01/08/20 08:30:00 PM,46.008,,
221,01/08/20 08:45:00 PM,45.828,,
222,01/08/20 09:00:00 PM,45.648,,
223,01/08/20 09:15:00 PM,45.828,,
224,01/08/20 09:30:00 PM,45.828,,
225,01/08/20 09:45:00 PM,45.466,,
226,01/08/20 10:00:00 PM,45.104,,
227,01/08/20 10:15:00 PM,45.286,,
228,01/08/20 10:30:00 PM,45.286,,
229,01/08/20 10:45:00 PM,45.104,,
230,01/08/20 11:00:00 PM,44.560,,
231,01/08/20 11:15:00 PM,43.831,,
232,01/08/20 11:30:00 PM,42.732,,
233,01/08/20 11:45:00 PM,41.994,,
234,01/09/20 12:00:00 AM,41.625,,
235,01/09/20 12:15:00 AM,41.625,,
236,01/09/20 12:30:00 AM,41.254,,
237,01/09/20 12:45:00 AM,41.625,,
238,01/09/20 01:00:00 AM,42.363,,
239,01/09/20 01:15:00 AM,42.915,,
240,01/09/20 01:30:00 AM,42.179,,
241,01/09/20 01:45:00 AM,41.994,,
242,01/09/20 02:00:00 AM,42.732,,
243,01/09/20 02:15:00 AM,43.282,,
244,01/09/20 02:30:00 AM,43.648,,
245,01/09/20 02:45:00 AM,43.648,,
246,01/09/20 03:00:00 AM,43.831,,
247,01/09/20 03:05:53 AM,,0.06,
248,01/09/20 03:15:00 AM,44.013,,
249,01/09/20 03:30:00 AM,44.013,,
250,01/09/20 03:45:00 AM,43.831,,
251,01/09/20 04:00:00 AM,44.013,,
252,01/09/20 04:15:00 AM,44.013,,
253,01/09/20 04:27:39 AM,,0.07,
254,01/09/20 04:30:00 AM,44.013,,
255,01/09/20 04:45:00 AM,44.195,,
256,01/09/20 04:49:14 AM,,0.08,
257,01/09/20 05:00:00 AM,44.379,,
258,01/09/20 05:15:00 AM,44.560,,
259,01/09/20 05:15:18 AM,,0.09,
260,01/09/20 05:18:25 AM,,0.10,
261,01/09/20 05:20:35 AM,,0.11,
262,01/09/20 05:25:43 AM,,0.12,
263,01/09/20 05:29:23 AM,,0.13,
264,01/09/20 05:30:00 AM,44.742,,
265,01/09/20 05:31:31 AM,,0.14,
266,01/09/20 05:32:29 AM,,0.15,
267,01/09/20 05:34:36 AM,,0.16,
268,01/09/20 05:35:57 AM,,0.17,
269,01/09/20 05:39:42 AM,,0.18,
270,01/09/20 05:42:16 AM,,0.19,
271,01/09/20 05:45:00 AM,44.922,,
272,01/09/20 05:45:20 AM,,0.20,
273,01/09/20 05:47:48 AM,,0.21,
274,01/09/20 05:53:25 AM,,0.22,
275,01/09/20 05:57:55 AM,,0.23,
276,01/09/20 06:00:00 AM,45.104,,
277,01/09/20 06:01:24 AM,,0.24,
278,01/09/20 06:03:41 AM,,0.25,
279,01/09/20 06:07:29 AM,,0.26,
280,01/09/20 06:08:51 AM,,0.27,
281,01/09/20 06:10:22 AM,,0.28,
282,01/09/20 06:11:33 AM,,0.29,
283,01/09/20 06:13:40 AM,,0.30,
284,01/09/20 06:15:00 AM,45.286,,
285,01/09/20 06:16:59 AM,,0.31,
286,01/09/20 06:20:32 AM,,0.32,
287,01/09/20 06:22:24 AM,,0.33,
288,01/09/20 06:22:25 AM,,0.34,
289,01/09/20 06:24:07 AM,,0.35,
290,01/09/20 06:26:37 AM,,0.36,
291,01/09/20 06:26:38 AM,,0.37,
292,01/09/20 06:27:55 AM,,0.38,
293,01/09/20 06:28:47 AM,,0.39,
294,01/09/20 06:28:48 AM,,0.40,
295,01/09/20 06:29:27 AM,,0.41,
296,01/09/20 06:30:00 AM,45.466,,
297,01/09/20 06:30:17 AM,,0.42,
298,01/09/20 06:33:11 AM,,0.43,
299,01/09/20 06:45:00 AM,45.828,,
300,01/09/20 06:49:20 AM,,0.44,
301,01/09/20 07:00:00 AM,46.728,,
302,01/09/20 07:15:00 AM,47.088,,
303,01/09/20 07:30:00 AM,47.624,,
304,01/09/20 07:45:00 AM,48.517,,
305,01/09/20 07:51:16 AM,,0.45,
306,01/09/20 07:57:50 AM,,0.46,
307,01/09/20 08:00:00 AM,49.228,,
308,01/09/20 08:15:00 AM,49.404,,
309,01/09/20 08:30:00 AM,50.113,,
310,01/09/20 08:30:59 AM,,0.47,
311,01/09/20 08:45:00 AM,50.643,,
312,01/09/20 08:57:47 AM,,0.48,
313,01/09/20 09:00:00 AM,50.643,,
314,01/09/20 09:15:00 AM,50.643,,
315,01/09/20 09:15:51 AM,,0.49,
316,01/09/20 09:19:38 AM,,0.50,
317,01/09/20 09:30:00 AM,50.466,,
318,01/09/20 09:45:00 AM,50.995,,
319,01/09/20 10:00:00 AM,51.346,,
320,01/09/20 10:15:00 AM,52.050,,
321,01/09/20 10:30:00 AM,52.050,,
322,01/09/20 10:45:00 AM,52.576,,
323,01/09/20 11:00:00 AM,52.925,,
324,01/09/20 11:15:00 AM,53.973,,
325,01/09/20 11:30:00 AM,57.614,,
326,01/09/20 11:45:00 AM,61.569,,
327,01/09/20 12:00:00 PM,62.425,,
328,01/09/20 12:15:00 PM,61.569,,
329,01/09/20 12:30:00 PM,60.368,,
330,01/09/20 12:45:00 PM,58.647,,
331,01/09/20 01:00:00 PM,57.614,,
332,01/09/20 01:15:00 PM,58.131,,
333,01/09/20 01:30:00 PM,57.785,,
334,01/09/20 01:45:00 PM,56.750,,
335,01/09/20 02:00:00 PM,56.750,,
336,01/09/20 02:15:00 PM,56.577,,
337,01/09/20 02:30:00 PM,55.537,,
338,01/09/20 02:45:00 PM,54.842,,
339,01/09/20 03:00:00 PM,54.322,,
340,01/09/20 03:15:00 PM,53.798,,
341,01/09/20 03:30:00 PM,53.100,,
342,01/09/20 03:45:00 PM,52.576,,
343,01/09/20 04:00:00 PM,52.225,,
344,01/09/20 04:15:00 PM,51.346,,
345,01/09/20 04:30:00 PM,49.759,,
346,01/09/20 04:45:00 PM,48.160,,
347,01/09/20 05:00:00 PM,47.446,,
348,01/09/20 05:15:00 PM,46.369,,
349,01/09/20 05:30:00 PM,45.286,,
350,01/09/20 05:45:00 PM,44.742,,
351,01/09/20 06:00:00 PM,43.648,,
352,01/09/20 06:15:00 PM,42.548,,
353,01/09/20 06:30:00 PM,41.810,,
354,01/09/20 06:45:00 PM,41.067,,
355,01/09/20 07:00:00 PM,41.067,,
356,01/09/20 07:15:00 PM,41.067,,
357,01/09/20 07:30:00 PM,41.067,,
358,01/09/20 07:45:00 PM,40.321,,
359,01/09/20 08:00:00 PM,39.573,,
360,01/09/20 08:15:00 PM,39.196,,
361,01/09/20 08:30:00 PM,38.818,,
362,01/09/20 08:45:00 PM,38.629,,
363,01/09/20 09:00:00 PM,38.440,,
364,01/09/20 09:15:00 PM,38.061,,
365,01/09/20 09:30:00 PM,38.440,,
366,01/09/20 09:45:00 PM,38.250,,
367,01/09/20 10:00:00 PM,37.870,,
368,01/09/20 10:15:00 PM,37.870,,
369,01/09/20 10:30:00 PM,37.297,,
370,01/09/20 10:45:00 PM,36.723,,
371,01/09/20 11:00:00 PM,36.914,,
372,01/09/20 11:15:00 PM,36.914,,
373,01/09/20 11:30:00 PM,36.914,,
374,01/09/20 11:45:00 PM,36.338,,
375,01/10/20 12:00:00 AM,36.145,,
376,01/10/20 12:15:00 AM,35.758,,
377,01/10/20 12:30:00 AM,35.564,,
378,01/10/20 12:45:00 AM,35.370,,
379,01/10/20 01:00:00 AM,35.175,,
380,01/10/20 01:15:00 AM,34.981,,
381,01/10/20 01:30:00 AM,34.786,,
382,01/10/20 01:45:00 AM,34.786,,
383,01/10/20 02:00:00 AM,34.590,,
384,01/10/20 02:15:00 AM,34.394,,
385,01/10/20 02:30:00 AM,34.394,,
386,01/10/20 02:45:00 AM,34.198,,
387,01/10/20 03:00:00 AM,34.002,,
388,01/10/20 03:15:00 AM,33.805,,
389,01/10/20 03:30:00 AM,33.607,,
390,01/10/20 03:45:00 AM,33.607,,
391,01/10/20 04:00:00 AM,33.411,,
392,01/10/20 04:15:00 AM,33.213,,
393,01/10/20 04:30:00 AM,32.815,,
394,01/10/20 04:45:00 AM,33.013,,
395,01/10/20 05:00:00 AM,32.815,,
396,01/10/20 05:15:00 AM,32.617,,
397,01/10/20 05:30:00 AM,32.617,,
398,01/10/20 05:45:00 AM,32.418,,
399,01/10/20 06:00:00 AM,32.418,,
400,01/10/20 06:15:00 AM,32.617,,
401,01/10/20 06:30:00 AM,33.411,,
402,01/10/20 06:45:00 AM,33.805,,
403,01/10/20 07:00:00 AM,33.805,,
404,01/10/20 07:15:00 AM,34.002,,
405,01/10/20 07:30:00 AM,33.607,,
406,01/10/20 07:45:00 AM,33.213,,
407,01/10/20 08:00:00 AM,33.213,,
408,01/10/20 08:15:00 AM,33.411,,
409,01/10/20 08:30:00 AM,33.805,,
410,01/10/20 08:45:00 AM,34.002,,
411,01/10/20 09:00:00 AM,34.786,,
412,01/10/20 09:15:00 AM,35.564,0.50,Logged
