"Plot Title: LQC"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309222, SEN S/N: 20309222)","Event, units (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Attached (LGR S/N: 20309222)","Coupler Detached (LGR S/N: 20309222)","Host Connected (LGR S/N: 20309222)","Stopped (LGR S/N: 20309222)","End Of File (LGR S/N: 20309222)"
336,05/27/19 12:45:00 AM,50.466,,,,,,
337,05/27/19 01:00:00 AM,50.290,,,,,,
338,05/27/19 01:15:00 AM,50.290,,,,,,
339,05/27/19 01:30:00 AM,49.759,,,,,,
340,05/27/19 01:45:00 AM,49.050,,,,,,
341,05/27/19 02:00:00 AM,49.228,,,,,,
342,05/27/19 02:15:00 AM,49.759,,,,,,
343,05/27/19 02:30:00 AM,49.937,,,,,,
344,05/27/19 02:45:00 AM,50.290,,,,,,
345,05/27/19 03:00:00 AM,50.466,,,,,,
346,05/27/19 03:15:00 AM,50.643,,,,,,
347,05/27/19 03:30:00 AM,50.643,,,,,,
348,05/27/19 03:45:00 AM,50.643,,,,,,
349,05/27/19 04:00:00 AM,50.643,,,,,,
350,05/27/19 04:15:00 AM,50.819,,,,,,
351,05/27/19 04:30:00 AM,50.819,,,,,,
352,05/27/19 04:45:00 AM,50.995,,,,,,
353,05/27/19 05:00:00 AM,50.995,,,,,,
354,05/27/19 05:15:00 AM,51.172,,,,,,
355,05/27/19 05:30:00 AM,51.172,,,,,,
356,05/27/19 05:45:00 AM,51.346,,,,,,
357,05/27/19 06:00:00 AM,51.346,,,,,,
358,05/27/19 06:15:00 AM,51.346,,,,,,
359,05/27/19 06:30:00 AM,51.699,,,,,,
360,05/27/19 06:45:00 AM,52.050,,,,,,
361,05/27/19 07:00:00 AM,52.401,,,,,,
362,05/27/19 07:15:00 AM,52.576,,,,,,
363,05/27/19 07:30:00 AM,52.925,,,,,,
364,05/27/19 07:45:00 AM,53.274,,,,,,
365,05/27/19 08:00:00 AM,53.449,,,,,,
366,05/27/19 08:15:00 AM,53.623,,,,,,
367,05/27/19 08:30:00 AM,54.147,,,,,,
368,05/27/19 08:45:00 AM,55.189,,,,,,
369,05/27/19 09:00:00 AM,56.577,,,,,,
370,05/27/19 09:15:00 AM,57.614,,,,,,
371,05/27/19 09:30:00 AM,58.303,,,,,,
372,05/27/19 09:45:00 AM,61.054,,,,,,
373,05/27/19 10:00:00 AM,64.481,,,,,,
374,05/27/19 10:15:00 AM,67.392,,,,,,
375,05/27/19 10:30:00 AM,71.168,,,,,,
376,05/27/19 10:45:00 AM,72.028,,,,,,
377,05/27/19 11:00:00 AM,71.856,,,,,,
378,05/27/19 11:15:00 AM,73.407,,,,,,
379,05/27/19 11:30:00 AM,73.407,,,,,,
380,05/27/19 11:45:00 AM,69.449,,,,,,
381,05/27/19 12:00:00 PM,64.996,,,,,,
382,05/27/19 12:15:00 PM,64.139,,,,,,
383,05/27/19 12:30:00 PM,63.455,,,,,,
384,05/27/19 12:45:00 PM,62.769,,,,,,
385,05/27/19 01:00:00 PM,63.797,,,,,,
386,05/27/19 01:15:00 PM,63.626,,,,,,
387,05/27/19 01:30:00 PM,60.712,,,,,,
388,05/27/19 01:45:00 PM,60.195,,,,,,
389,05/27/19 02:00:00 PM,60.024,,,,,,
390,05/27/19 02:15:00 PM,61.569,,,,,,
391,05/27/19 02:30:00 PM,61.569,,,,,,
392,05/27/19 02:45:00 PM,61.741,,,,,,
393,05/27/19 03:00:00 PM,60.883,,,,,,
394,05/27/19 03:15:00 PM,60.883,,,,,,
395,05/27/19 03:30:00 PM,61.398,,,,,,
396,05/27/19 03:45:00 PM,60.368,,,,,,
397,05/27/19 04:00:00 PM,59.680,,,,,,
398,05/27/19 04:15:00 PM,59.164,,,,,,
399,05/27/19 04:30:00 PM,58.820,,,,,,
400,05/27/19 04:45:00 PM,57.958,,,,,,
401,05/27/19 05:00:00 PM,57.614,,,,,,
402,05/27/19 05:15:00 PM,57.785,,,,,,
403,05/27/19 05:30:00 PM,57.614,,,,,,
404,05/27/19 05:45:00 PM,57.614,,,,,,
405,05/27/19 06:00:00 PM,57.096,,,,,,
406,05/27/19 06:15:00 PM,56.750,,,,,,
407,05/27/19 06:30:00 PM,56.404,,,,,,
408,05/27/19 06:45:00 PM,56.057,,,,,,
409,05/27/19 07:00:00 PM,55.884,,,,,,
410,05/27/19 07:15:00 PM,55.711,,,,,,
411,05/27/19 07:30:00 PM,55.711,,,,,,
412,05/27/19 07:45:00 PM,55.537,,,,,,
413,05/27/19 08:00:00 PM,55.189,,,,,,
414,05/27/19 08:15:00 PM,55.017,,,,,,
415,05/27/19 08:30:00 PM,54.669,,,,,,
416,05/27/19 08:45:00 PM,54.495,,,,,,
417,05/27/19 09:00:00 PM,54.322,,,,,,
418,05/27/19 09:15:00 PM,54.322,,,,,,
419,05/27/19 09:30:00 PM,54.147,,,,,,
420,05/27/19 09:45:00 PM,54.147,,,,,,
421,05/27/19 10:00:00 PM,53.973,,,,,,
422,05/27/19 10:15:00 PM,53.973,,,,,,
423,05/27/19 10:30:00 PM,53.973,,,,,,
424,05/27/19 10:45:00 PM,53.798,,,,,,
425,05/27/19 11:00:00 PM,53.798,,,,,,
426,05/27/19 11:15:00 PM,53.798,,,,,,
427,05/27/19 11:30:00 PM,53.798,,,,,,
428,05/27/19 11:45:00 PM,53.798,,,,,,
429,05/28/19 12:00:00 AM,53.798,,,,,,
430,05/28/19 12:15:00 AM,53.798,,,,,,
431,05/28/19 12:30:00 AM,53.623,,,,,,
432,05/28/19 12:45:00 AM,53.274,,,,,,
433,05/28/19 01:00:00 AM,53.100,,,,,,
434,05/28/19 01:15:00 AM,53.100,,,,,,
435,05/28/19 01:30:00 AM,53.100,,,,,,
436,05/28/19 01:45:00 AM,52.925,,,,,,
437,05/28/19 02:00:00 AM,52.925,,,,,,
438,05/28/19 02:15:00 AM,52.925,,,,,,
439,05/28/19 02:30:00 AM,52.925,,,,,,
440,05/28/19 02:45:00 AM,52.925,,,,,,
441,05/28/19 03:00:00 AM,52.925,,,,,,
442,05/28/19 03:15:00 AM,52.925,,,,,,
443,05/28/19 03:30:00 AM,53.100,,,,,,
444,05/28/19 03:45:00 AM,53.100,,,,,,
445,05/28/19 04:00:00 AM,53.100,,,,,,
446,05/28/19 04:15:00 AM,52.925,,,,,,
447,05/28/19 04:30:00 AM,52.925,,,,,,
448,05/28/19 04:45:00 AM,52.925,,,,,,
449,05/28/19 05:00:00 AM,52.925,,,,,,
450,05/28/19 05:15:00 AM,52.750,,,,,,
451,05/28/19 05:30:00 AM,52.750,,,,,,
452,05/28/19 05:45:00 AM,52.750,,,,,,
453,05/28/19 06:00:00 AM,52.750,,,,,,
454,05/28/19 06:15:00 AM,52.925,,,,,,
455,05/28/19 06:30:00 AM,53.100,,,,,,
456,05/28/19 06:45:00 AM,53.449,,,,,,
457,05/28/19 07:00:00 AM,53.798,,,,,,
458,05/28/19 07:15:00 AM,54.147,,,,,,
459,05/28/19 07:30:00 AM,55.017,,,,,,
460,05/28/19 07:45:00 AM,55.711,,,,,,
461,05/28/19 08:00:00 AM,55.884,,,,,,
462,05/28/19 08:15:00 AM,56.577,,,,,,
463,05/28/19 08:30:00 AM,57.268,,,,,,
464,05/28/19 08:45:00 AM,57.958,,,,,,
465,05/28/19 09:00:00 AM,58.647,,,,,,
466,05/28/19 09:15:00 AM,59.508,,,,,,
467,05/28/19 09:30:00 AM,59.680,,,,,,
468,05/28/19 09:45:00 AM,59.680,,,,,,
469,05/28/19 10:00:00 AM,59.680,,,,,,
470,05/28/19 10:15:00 AM,60.024,,,,,,
471,05/28/19 10:30:00 AM,60.368,,,,,,
472,05/28/19 10:45:00 AM,60.883,,,,,,
473,05/28/19 11:00:00 AM,61.569,,,,,,
474,05/28/19 11:15:00 AM,62.083,,,,,,
475,05/28/19 11:30:00 AM,62.083,,,,,,
476,05/28/19 11:45:00 AM,62.598,,,,,,
477,05/28/19 12:00:00 PM,63.455,,,,,,
478,05/28/19 12:15:00 PM,63.797,,,,,,
479,05/28/19 12:30:00 PM,63.968,,,,,,
480,05/28/19 12:45:00 PM,64.310,,,,,,
481,05/28/19 01:00:00 PM,65.338,,,,,,
482,05/28/19 01:15:00 PM,66.879,,,,,,
483,05/28/19 01:30:00 PM,67.221,,,,,,
484,05/28/19 01:45:00 PM,68.248,,,,,,
485,05/28/19 02:00:00 PM,68.077,,,,,,
486,05/28/19 02:15:00 PM,68.077,,,,,,
487,05/28/19 02:30:00 PM,67.564,,,,,,
488,05/28/19 02:45:00 PM,67.564,,,,,,
489,05/28/19 03:00:00 PM,67.735,,,,,,
490,05/28/19 03:15:00 PM,67.050,,,,,,
491,05/28/19 03:30:00 PM,66.537,,,,,,
492,05/28/19 03:45:00 PM,66.366,,,,,,
493,05/28/19 04:00:00 PM,66.193,,,,,,
494,05/28/19 04:15:00 PM,66.022,,,,,,
495,05/28/19 04:30:00 PM,65.851,,,,,,
496,05/28/19 04:45:00 PM,65.338,,,,,,
497,05/28/19 05:00:00 PM,65.338,,,,,,
498,05/28/19 05:15:00 PM,65.338,,,,,,
499,05/28/19 05:30:00 PM,65.167,,,,,,
500,05/28/19 05:45:00 PM,64.652,,,,,,
501,05/28/19 06:00:00 PM,63.968,,,,,,
502,05/28/19 06:15:00 PM,63.282,,,,,,
503,05/28/19 06:30:00 PM,62.598,,,,,,
504,05/28/19 06:45:00 PM,61.741,,,,,,
