"Plot Title: Waterlab"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 20309220, SEN S/N: 20309220)","Event, units (LGR S/N: 20309220, SEN S/N: 20309220)","Coupler Attached (LGR S/N: 20309220)","Coupler Detached (LGR S/N: 20309220)","Host Connected (LGR S/N: 20309220)","End Of File (LGR S/N: 20309220)"
61,05/25/19 10:00:00 PM,53.274,,,,,
62,05/25/19 11:00:00 PM,52.925,,,,,
63,05/26/19 12:00:00 AM,52.925,,,,,
64,05/26/19 01:00:00 AM,52.925,,,,,
65,05/26/19 01:16:15 AM,,0.01,,,,
66,05/26/19 01:31:10 AM,,0.02,,,,
67,05/26/19 01:46:43 AM,,0.03,,,,
68,05/26/19 02:00:00 AM,52.401,,,,,
69,05/26/19 03:00:00 AM,51.699,,,,,
70,05/26/19 04:00:00 AM,50.995,,,,,
71,05/26/19 04:51:38 AM,,0.04,,,,
72,05/26/19 04:55:10 AM,,0.05,,,,
73,05/26/19 05:00:00 AM,50.643,,,,,
74,05/26/19 05:12:25 AM,,0.06,,,,
75,05/26/19 05:28:07 AM,,0.07,,,,
76,05/26/19 06:00:00 AM,50.113,,,,,
77,05/26/19 07:00:00 AM,50.995,,,,,
78,05/26/19 08:00:00 AM,52.750,,,,,
79,05/26/19 08:07:44 AM,,0.08,,,,
80,05/26/19 09:00:00 AM,55.364,,,,,
81,05/26/19 10:00:00 AM,61.912,,,,,
82,05/26/19 11:00:00 AM,72.891,,,,,
83,05/26/19 12:00:00 PM,74.791,,,,,
84,05/26/19 01:00:00 PM,72.372,,,,,
85,05/26/19 02:00:00 PM,67.564,,,,,
86,05/26/19 03:00:00 PM,69.278,,,,,
87,05/26/19 04:00:00 PM,64.825,,,,,
88,05/26/19 05:00:00 PM,61.912,,,,,
89,05/26/19 06:00:00 PM,57.785,,,,,
90,05/26/19 07:00:00 PM,54.147,,,,,
91,05/26/19 08:00:00 PM,52.050,,,,,
92,05/26/19 09:00:00 PM,51.523,,,,,
93,05/26/19 09:35:04 PM,,0.09,,,,
94,05/26/19 10:00:00 PM,51.523,,,,,
95,05/26/19 10:05:25 PM,,0.10,,,,
96,05/26/19 11:00:00 PM,49.937,,,,,
97,05/27/19 12:00:00 AM,50.290,,,,,
98,05/27/19 01:00:00 AM,49.582,,,,,
99,05/27/19 02:00:00 AM,49.404,,,,,
100,05/27/19 02:31:22 AM,,0.11,,,,
101,05/27/19 03:00:00 AM,50.113,,,,,
102,05/27/19 04:00:00 AM,50.113,,,,,
103,05/27/19 05:00:00 AM,50.466,,,,,
104,05/27/19 06:00:00 AM,50.819,,,,,
105,05/27/19 07:00:00 AM,51.699,,,,,
106,05/27/19 08:00:00 AM,52.750,,,,,
107,05/27/19 09:00:00 AM,55.364,,,,,
108,05/27/19 10:00:00 AM,66.708,,,,,
109,05/27/19 11:00:00 AM,68.248,,,,,
110,05/27/19 12:00:00 PM,63.797,,,,,
111,05/27/19 01:00:00 PM,63.282,,,,,
112,05/27/19 02:00:00 PM,59.337,,,,,
113,05/27/19 03:00:00 PM,60.195,,,,,
114,05/27/19 04:00:00 PM,58.647,,,,,
115,05/27/19 05:00:00 PM,57.268,,,,,
116,05/27/19 06:00:00 PM,57.268,,,,,
117,05/27/19 07:00:00 PM,55.884,,,,,
118,05/27/19 08:00:00 PM,54.495,,,,,
119,05/27/19 09:00:00 PM,53.798,,,,,
120,05/27/19 10:00:00 PM,53.274,,,,,
121,05/27/19 11:00:00 PM,53.100,,,,,
122,05/28/19 12:00:00 AM,52.925,,,,,
123,05/28/19 01:00:00 AM,52.050,,,,,
124,05/28/19 02:00:00 AM,51.874,,,,,
125,05/28/19 03:00:00 AM,51.874,,,,,
126,05/28/19 04:00:00 AM,52.050,,,,,
127,05/28/19 05:00:00 AM,51.874,,,,,
128,05/28/19 06:00:00 AM,52.050,,,,,
129,05/28/19 07:00:00 AM,53.100,,,,,
130,05/28/19 08:00:00 AM,55.711,,,,,
131,05/28/19 09:00:00 AM,59.164,,,,,
132,05/28/19 10:00:00 AM,59.337,,,,,
133,05/28/19 11:00:00 AM,59.851,,,,,
134,05/28/19 12:00:00 PM,62.254,,,,,
135,05/28/19 01:00:00 PM,64.652,,,,,
136,05/28/19 02:00:00 PM,71.683,,,,,
137,05/28/19 03:00:00 PM,70.137,,,,,
138,05/28/19 04:00:00 PM,68.248,,,,,
139,05/28/19 05:00:00 PM,61.054,,,,,
140,05/28/19 06:00:00 PM,60.883,,,,,
141,05/28/19 07:00:00 PM,57.785,,,,,
142,05/28/19 08:00:00 PM,54.669,,,,,
143,05/28/19 09:00:00 PM,51.699,,,,,
144,05/28/19 10:00:00 PM,50.113,,,,,
145,05/28/19 11:00:00 PM,51.699,,,,,
146,05/29/19 12:00:00 AM,52.576,,,,,
147,05/29/19 01:00:00 AM,52.750,,,,,
148,05/29/19 02:00:00 AM,52.225,,,,,
149,05/29/19 03:00:00 AM,49.582,,,,,
150,05/29/19 04:00:00 AM,50.995,,,,,
151,05/29/19 05:00:00 AM,51.346,,,,,
152,05/29/19 06:00:00 AM,51.699,,,,,
153,05/29/19 07:00:00 AM,52.750,,,,,
154,05/29/19 08:00:00 AM,54.495,,,,,
155,05/29/19 09:00:00 AM,57.785,,,,,
156,05/29/19 10:00:00 AM,62.425,,,,,
157,05/29/19 11:00:00 AM,67.221,,,,,
158,05/29/19 12:00:00 PM,76.354,,,,,
159,05/29/19 01:00:00 PM,74.098,,,,,
160,05/29/19 02:00:00 PM,71.683,,,,,
161,05/29/19 03:00:00 PM,68.934,,,,,
162,05/29/19 04:00:00 PM,69.278,,,,,
163,05/29/19 05:00:00 PM,63.797,,,,,
164,05/29/19 06:00:00 PM,62.940,,,,,
165,05/29/19 07:00:00 PM,59.680,,,,,
166,05/29/19 08:00:00 PM,55.189,,,,,
167,05/29/19 09:00:00 PM,53.274,,,,,
168,05/29/19 10:00:00 PM,50.466,,,,,
169,05/29/19 11:00:00 PM,50.290,,,,,
170,05/30/19 12:00:00 AM,51.346,,,,,
171,05/30/19 01:00:00 AM,52.750,,,,,
172,05/30/19 02:00:00 AM,52.750,,,,,
173,05/30/19 03:00:00 AM,51.523,,,,,
174,05/30/19 04:00:00 AM,48.871,,,,,
175,05/30/19 05:00:00 AM,46.908,,,,,
176,05/30/19 06:00:00 AM,48.160,,,,,
177,05/30/19 07:00:00 AM,47.624,,,,,
178,05/30/19 08:00:00 AM,59.508,,,,,
179,05/30/19 09:00:00 AM,73.926,,,,,
180,05/30/19 10:00:00 AM,73.407,,,,,
181,05/30/19 11:00:00 AM,75.484,,,,,
182,05/30/19 12:00:00 PM,74.791,,,,,
183,05/30/19 01:00:00 PM,72.199,,,,,
184,05/30/19 02:00:00 PM,69.278,,,,,
185,05/30/19 03:00:00 PM,66.537,,,,,
186,05/30/19 04:00:00 PM,67.050,,,,,
187,05/30/19 05:00:00 PM,62.254,,,,,
188,05/30/19 06:00:00 PM,61.398,,,,,
189,05/30/19 07:00:00 PM,58.303,,,,,
190,05/30/19 08:00:00 PM,54.322,,,,,
191,05/30/19 09:00:00 PM,51.699,,,,,
192,05/30/19 10:00:00 PM,49.582,,,,,
193,05/30/19 11:00:00 PM,49.404,,,,,
194,05/31/19 12:00:00 AM,51.346,,,,,
195,05/31/19 01:00:00 AM,52.050,,,,,
196,05/31/19 02:00:00 AM,52.050,,,,,
197,05/31/19 03:00:00 AM,51.874,,,,,
198,05/31/19 04:00:00 AM,51.874,,,,,
199,05/31/19 05:00:00 AM,51.874,,,,,
200,05/31/19 06:00:00 AM,51.346,,,,,
201,05/31/19 07:00:00 AM,53.100,,,,,
202,05/31/19 08:00:00 AM,56.057,,,,,
203,05/31/19 09:00:00 AM,56.057,,,,,
204,05/31/19 10:00:00 AM,61.569,,,,,
205,05/31/19 11:00:00 AM,63.797,,,,,
206,05/31/19 12:00:00 PM,75.312,,,,,
207,05/31/19 01:00:00 PM,73.926,,,,,
208,05/31/19 02:00:00 PM,69.107,,,,,
209,05/31/19 03:00:00 PM,66.366,,,,,
210,05/31/19 04:00:00 PM,65.509,,,,,
211,05/31/19 05:00:00 PM,60.195,,,,,
212,05/31/19 06:00:00 PM,61.912,,,,,
213,05/31/19 07:00:00 PM,57.785,,,,,
214,05/31/19 08:00:00 PM,54.842,,,,,
215,05/31/19 09:00:00 PM,52.401,,,,,
216,05/31/19 10:00:00 PM,50.995,,,,,
217,05/31/19 11:00:00 PM,52.401,,,,,
218,06/01/19 12:00:00 AM,52.925,,,,,
219,06/01/19 01:00:00 AM,52.750,,,,,
220,06/01/19 02:00:00 AM,52.225,,,,,
221,06/01/19 03:00:00 AM,51.523,,,,,
222,06/01/19 04:00:00 AM,51.172,,,,,
223,06/01/19 05:00:00 AM,50.995,,,,,
224,06/01/19 06:00:00 AM,50.643,,,,,
225,06/01/19 07:00:00 AM,51.346,,,,,
226,06/01/19 08:00:00 AM,55.189,,,,,
227,06/01/19 09:00:00 AM,57.268,,,,,
228,06/01/19 10:00:00 AM,58.303,,,,,
229,06/01/19 11:00:00 AM,60.195,,,,,
230,06/01/19 12:00:00 PM,60.024,,,,,
231,06/01/19 01:00:00 PM,63.797,,,,,
232,06/01/19 02:00:00 PM,68.934,,,,,
233,06/01/19 03:00:00 PM,67.221,,,,,
234,06/01/19 04:00:00 PM,64.652,,,,,
235,06/01/19 05:00:00 PM,62.254,,,,,
236,06/01/19 06:00:00 PM,60.024,,,,,
237,06/01/19 07:00:00 PM,57.614,,,,,
238,06/01/19 08:00:00 PM,56.230,,,,,
239,06/01/19 09:00:00 PM,55.537,,,,,
240,06/01/19 10:00:00 PM,55.017,,,,,
241,06/01/19 11:00:00 PM,54.842,,,,,
242,06/02/19 12:00:00 AM,54.669,,,,,
243,06/02/19 01:00:00 AM,54.147,,,,,
244,06/02/19 02:00:00 AM,53.973,,,,,
245,06/02/19 03:00:00 AM,53.798,,,,,
246,06/02/19 04:00:00 AM,53.798,,,,,
247,06/02/19 05:00:00 AM,53.798,,,,,
248,06/02/19 05:58:54 AM,,0.12,,,,
249,06/02/19 06:00:00 AM,53.798,,,,,
250,06/02/19 07:00:00 AM,54.495,,,,,
251,06/02/19 08:00:00 AM,55.537,,,,,
252,06/02/19 08:43:33 AM,,0.13,,,,
253,06/02/19 09:00:00 AM,57.441,,,,,
254,06/02/19 10:00:00 AM,58.820,,,,,
255,06/02/19 11:00:00 AM,60.883,,,,,
256,06/02/19 12:00:00 PM,63.626,,,,,
257,06/02/19 01:00:00 PM,69.793,,,,,
258,06/02/19 02:00:00 PM,70.651,,,,,
259,06/02/19 03:00:00 PM,71.856,,,,,
260,06/02/19 04:00:00 PM,69.449,,,,,
261,06/02/19 05:00:00 PM,65.338,,,,,
262,06/02/19 06:00:00 PM,62.940,,,,,
263,06/02/19 07:00:00 PM,60.539,,,,,
264,06/02/19 08:00:00 PM,57.785,,,,,
265,06/02/19 09:00:00 PM,56.230,,,,,
266,06/02/19 10:00:00 PM,55.537,,,,,
267,06/02/19 11:00:00 PM,55.364,,,,,
268,06/03/19 12:00:00 AM,55.017,,,,,
269,06/03/19 01:00:00 AM,54.842,,,,,
270,06/03/19 02:00:00 AM,54.322,,,,,
271,06/03/19 03:00:00 AM,53.973,,,,,
272,06/03/19 04:00:00 AM,53.449,,,,,
273,06/03/19 05:00:00 AM,52.750,,,,,
274,06/03/19 06:00:00 AM,52.225,,,,,
275,06/03/19 07:00:00 AM,52.925,,,,,
276,06/03/19 08:00:00 AM,55.537,,,,,
277,06/03/19 09:00:00 AM,58.993,,,,,
278,06/03/19 10:00:00 AM,60.883,,,,,
279,06/03/19 11:00:00 AM,63.111,,,,,
280,06/03/19 12:00:00 PM,66.708,,,,,
281,06/03/19 01:00:00 PM,71.683,,,,,
282,06/03/19 02:00:00 PM,72.199,,,,,
283,06/03/19 03:00:00 PM,69.107,,,,,
284,06/03/19 04:00:00 PM,68.592,,,,,
285,06/03/19 05:00:00 PM,62.083,,,,,
286,06/03/19 06:00:00 PM,60.883,,,,,
287,06/03/19 07:00:00 PM,58.820,,,,,
288,06/03/19 08:00:00 PM,55.017,,,,,
289,06/03/19 09:00:00 PM,52.050,,,,,
290,06/03/19 10:00:00 PM,52.050,,,,,
291,06/03/19 11:00:00 PM,53.449,,,,,
292,06/04/19 12:00:00 AM,51.874,,,,,
293,06/04/19 01:00:00 AM,52.050,,,,,
294,06/04/19 02:00:00 AM,51.172,,,,,
295,06/04/19 03:00:00 AM,50.290,,,,,
296,06/04/19 04:00:00 AM,49.404,,,,,
297,06/04/19 05:00:00 AM,49.759,,,,,
298,06/04/19 06:00:00 AM,50.113,,,,,
299,06/04/19 07:00:00 AM,51.699,,,,,
300,06/04/19 08:00:00 AM,55.017,,,,,
301,06/04/19 09:00:00 AM,58.476,,,,,
302,06/04/19 10:00:00 AM,63.626,,,,,
303,06/04/19 11:00:00 AM,76.528,,,,,
304,06/04/19 12:00:00 PM,81.797,,,,,
305,06/04/19 01:00:00 PM,81.266,,,,,
306,06/04/19 02:00:00 PM,79.151,,,,,
307,06/04/19 03:00:00 PM,79.502,,,,,
308,06/04/19 04:00:00 PM,77.400,,,,,
309,06/04/19 05:00:00 PM,70.824,,,,,
310,06/04/19 06:00:00 PM,70.651,,,,,
311,06/04/19 07:00:00 PM,66.366,,,,,
312,06/04/19 08:00:00 PM,60.883,,,,,
313,06/04/19 09:00:00 PM,56.577,,,,,
314,06/04/19 10:00:00 PM,53.100,,,,,
315,06/04/19 11:00:00 PM,50.643,,,,,
316,06/05/19 12:00:00 AM,49.404,,,,,
317,06/05/19 01:00:00 AM,48.339,,,,,
318,06/05/19 02:00:00 AM,47.802,,,,,
319,06/05/19 03:00:00 AM,46.908,,,,,
320,06/05/19 04:00:00 AM,46.188,,,,,
321,06/05/19 05:00:00 AM,45.466,,,,,
322,06/05/19 06:00:00 AM,45.104,,,,,
323,06/05/19 07:00:00 AM,47.802,,,,,
324,06/05/19 08:00:00 AM,56.404,,,,,
325,06/05/19 09:00:00 AM,59.164,,,,,
326,06/05/19 10:00:00 AM,66.537,,,,,
327,06/05/19 11:00:00 AM,80.206,,,,,
328,06/05/19 12:00:00 PM,80.735,,,,,
329,06/05/19 01:00:00 PM,80.029,,,,,
330,06/05/19 02:00:00 PM,76.876,,,,,
331,06/05/19 03:00:00 PM,71.339,,,,,
332,06/05/19 04:00:00 PM,69.964,,,,,
333,06/05/19 05:00:00 PM,64.996,,,,,
334,06/05/19 06:00:00 PM,66.366,,,,,
335,06/05/19 07:00:00 PM,62.598,,,,,
336,06/05/19 08:00:00 PM,57.441,,,,,
337,06/05/19 09:00:00 PM,53.274,,,,,
338,06/05/19 10:00:00 PM,53.100,,,,,
339,06/05/19 11:00:00 PM,52.401,,,,,
340,06/06/19 12:00:00 AM,50.466,,,,,
341,06/06/19 01:00:00 AM,50.466,,,,,
342,06/06/19 02:00:00 AM,50.643,,,,,
343,06/06/19 03:00:00 AM,51.523,,,,,
344,06/06/19 04:00:00 AM,51.699,,,,,
345,06/06/19 05:00:00 AM,50.643,,,,,
346,06/06/19 06:00:00 AM,50.819,,,,,
347,06/06/19 07:00:00 AM,52.925,,,,,
348,06/06/19 08:00:00 AM,66.193,,,,,
349,06/06/19 09:00:00 AM,74.098,,,,,
350,06/06/19 10:00:00 AM,76.528,,,,,
351,06/06/19 11:00:00 AM,78.975,,,,,
352,06/06/19 12:00:00 PM,79.502,,,,,
353,06/06/19 01:00:00 PM,78.449,,,,,
354,06/06/19 02:00:00 PM,73.580,,,,,
355,06/06/19 03:00:00 PM,71.683,,,,,
356,06/06/19 04:00:00 PM,70.995,,,,,
357,06/06/19 05:00:00 PM,66.366,,,,,
358,06/06/19 06:00:00 PM,67.735,,,,,
359,06/06/19 07:00:00 PM,62.769,,,,,
360,06/06/19 08:00:00 PM,57.614,,,,,
361,06/06/19 09:00:00 PM,54.669,,,,,
362,06/06/19 10:00:00 PM,52.925,,,,,
363,06/06/19 11:00:00 PM,52.401,,,,,
364,06/07/19 12:00:00 AM,51.874,,,,,
365,06/07/19 01:00:00 AM,50.995,,,,,
366,06/07/19 02:00:00 AM,47.982,,,,,
367,06/07/19 03:00:00 AM,49.404,,,,,
368,06/07/19 04:00:00 AM,47.446,,,,,
369,06/07/19 05:00:00 AM,44.195,,,,,
370,06/07/19 06:00:00 AM,42.179,,,,,
371,06/07/19 07:00:00 AM,44.560,,,,,
372,06/07/19 08:00:00 AM,50.995,,,,,
373,06/07/19 09:00:00 AM,61.912,,,,,
374,06/07/19 10:00:00 AM,73.580,,,,,
375,06/07/19 11:00:00 AM,77.400,,,,,
376,06/07/19 12:00:00 PM,77.225,,,,,
377,06/07/19 01:00:00 PM,77.400,,,,,
378,06/07/19 02:00:00 PM,73.580,,,,,
379,06/07/19 03:00:00 PM,74.098,,,,,
380,06/07/19 04:00:00 PM,74.446,,,,,
381,06/07/19 05:00:00 PM,71.512,,,,,
382,06/07/19 06:00:00 PM,71.512,,,,,
383,06/07/19 07:00:00 PM,66.879,,,,,
384,06/07/19 08:00:00 PM,61.741,,,,,
385,06/07/19 09:00:00 PM,54.842,,,,,
386,06/07/19 10:00:00 PM,49.937,,,,,
387,06/07/19 11:00:00 PM,47.446,,,,,
388,06/08/19 12:00:00 AM,46.008,,,,,
389,06/08/19 01:00:00 AM,44.560,,,,,
390,06/08/19 02:00:00 AM,43.648,,,,,
391,06/08/19 03:00:00 AM,43.282,,,,,
392,06/08/19 04:00:00 AM,41.625,,,,,
393,06/08/19 05:00:00 AM,40.881,,,,,
394,06/08/19 06:00:00 AM,40.321,,,,,
395,06/08/19 07:00:00 AM,41.439,,,,,
396,06/08/19 08:00:00 AM,58.476,,,,,
397,06/08/19 09:00:00 AM,73.234,,,,,
398,06/08/19 10:00:00 AM,83.043,,,,,
399,06/08/19 11:00:00 AM,88.650,,,,,
400,06/08/19 12:00:00 PM,93.115,,,,,
401,06/08/19 01:00:00 PM,95.976,,,,,
402,06/08/19 02:00:00 PM,90.124,,,,,
403,06/08/19 03:00:00 PM,87.552,,,,,
404,06/08/19 04:00:00 PM,84.295,,,,,
405,06/08/19 05:00:00 PM,79.853,,,,,
406,06/08/19 06:00:00 PM,80.911,,,,,
407,06/08/19 07:00:00 PM,78.098,,,,,
408,06/08/19 08:00:00 PM,67.564,,,,,
409,06/08/19 09:00:00 PM,59.680,,,,,
410,06/08/19 10:00:00 PM,55.364,,,,,
411,06/08/19 11:00:00 PM,52.401,,,,,
412,06/09/19 12:00:00 AM,50.466,,,,,
413,06/09/19 01:00:00 AM,49.228,,,,,
414,06/09/19 02:00:00 AM,48.160,,,,,
415,06/09/19 03:00:00 AM,47.446,,,,,
416,06/09/19 04:00:00 AM,46.008,,,,,
417,06/09/19 05:00:00 AM,45.466,,,,,
418,06/09/19 06:00:00 AM,44.742,,,,,
419,06/09/19 07:00:00 AM,45.828,,,,,
420,06/09/19 08:00:00 AM,64.652,,,,,
421,06/09/19 09:00:00 AM,79.326,,,,,
422,06/09/19 10:00:00 AM,86.459,,,,,
423,06/09/19 11:00:00 AM,94.825,,,,,
424,06/09/19 12:00:00 PM,94.253,,,,,
425,06/09/19 01:00:00 PM,95.400,,,,,
426,06/09/19 02:00:00 PM,91.800,,,,,
427,06/09/19 03:00:00 PM,89.938,,,,,
428,06/09/19 04:00:00 PM,88.650,,,,,
429,06/09/19 05:00:00 PM,86.459,,,,,
430,06/09/19 06:00:00 PM,82.864,,,,,
431,06/09/19 07:00:00 PM,78.624,,,,,
432,06/09/19 08:00:00 PM,71.512,,,,,
433,06/09/19 09:00:00 PM,63.282,,,,,
434,06/09/19 10:00:00 PM,60.539,,,,,
435,06/09/19 11:00:00 PM,58.993,,,,,
436,06/10/19 12:00:00 AM,57.785,,,,,
437,06/10/19 01:00:00 AM,56.750,,,,,
438,06/10/19 02:00:00 AM,56.057,,,,,
439,06/10/19 03:00:00 AM,55.364,,,,,
440,06/10/19 04:00:00 AM,54.842,,,,,
441,06/10/19 05:00:00 AM,55.189,,,,,
442,06/10/19 06:00:00 AM,54.322,,,,,
443,06/10/19 07:00:00 AM,56.577,,,,,
444,06/10/19 08:00:00 AM,69.964,,,,,
445,06/10/19 09:00:00 AM,87.186,,,,,
446,06/10/19 10:00:00 AM,91.425,,,,,
447,06/10/19 11:00:00 AM,100.083,,,,,
448,06/10/19 12:00:00 PM,107.470,,,,,
449,06/10/19 01:00:00 PM,97.137,,,,,
450,06/10/19 02:00:00 PM,95.400,,,,,
451,06/10/19 03:00:00 PM,92.550,,,,,
452,06/10/19 04:00:00 PM,87.552,,,,,
453,06/10/19 05:00:00 PM,83.221,,,,,
454,06/10/19 06:00:00 PM,77.225,,,,,
455,06/10/19 07:00:00 PM,73.580,,,,,
456,06/10/19 08:00:00 PM,68.763,,,,,
457,06/10/19 09:00:00 PM,64.310,,,,,
458,06/10/19 10:00:00 PM,60.712,,,,,
459,06/10/19 11:00:00 PM,58.647,,,,,
460,06/11/19 12:00:00 AM,56.923,,,,,
461,06/11/19 01:00:00 AM,56.230,,,,,
462,06/11/19 02:00:00 AM,55.537,,,,,
463,06/11/19 03:00:00 AM,54.669,,,,,
464,06/11/19 04:00:00 AM,53.973,,,,,
465,06/11/19 05:00:00 AM,53.449,,,,,
466,06/11/19 06:00:00 AM,52.925,,,,,
467,06/11/19 07:00:00 AM,53.274,,,,,
468,06/11/19 08:00:00 AM,69.964,,,,,
469,06/11/19 09:00:00 AM,84.295,,,,,
470,06/11/19 10:00:00 AM,92.737,,,,,
471,06/11/19 11:00:00 AM,101.282,,,,,
472,06/11/19 12:00:00 PM,107.258,,,,,
473,06/11/19 01:00:00 PM,105.161,,,,,
474,06/11/19 02:00:00 PM,102.290,,,,,
475,06/11/19 03:00:00 PM,99.885,,,,,
476,06/11/19 04:00:00 PM,89.200,,,,,
477,06/11/19 05:00:00 PM,86.277,,,,,
478,06/11/19 06:00:00 PM,80.206,,,,,
479,06/11/19 07:00:00 PM,74.964,,,,,
480,06/11/19 08:00:00 PM,71.168,,,,,
481,06/11/19 09:00:00 PM,64.139,,,,,
482,06/11/19 10:00:00 PM,61.398,,,,,
483,06/11/19 11:00:00 PM,59.680,,,,,
484,06/12/19 12:00:00 AM,58.993,,,,,
485,06/12/19 01:00:00 AM,59.508,,,,,
486,06/12/19 02:00:00 AM,60.883,,,,,
487,06/12/19 03:00:00 AM,60.883,,,,,
488,06/12/19 04:00:00 AM,60.539,,,,,
489,06/12/19 05:00:00 AM,60.195,,,,,
490,06/12/19 06:00:00 AM,58.303,,,,,
491,06/12/19 07:00:00 AM,58.303,,,,,
492,06/12/19 08:00:00 AM,73.580,,,,,
493,06/12/19 09:00:00 AM,82.330,,,,,
494,06/12/19 10:00:00 AM,85.374,,,,,
495,06/12/19 11:00:00 AM,87.915,,,,,
496,06/12/19 12:00:00 PM,86.097,,,,,
497,06/12/19 01:00:00 PM,85.374,,,,,
498,06/12/19 02:00:00 PM,78.975,,,,,
499,06/12/19 03:00:00 PM,75.484,,,,,
500,06/12/19 04:00:00 PM,72.891,,,,,
501,06/12/19 05:00:00 PM,68.248,,,,,
502,06/12/19 06:00:00 PM,66.879,,,,,
503,06/12/19 07:00:00 PM,64.825,,,,,
504,06/12/19 08:00:00 PM,60.883,,,,,
505,06/12/19 09:00:00 PM,60.024,,,,,
506,06/12/19 10:00:00 PM,59.508,,,,,
507,06/12/19 11:00:00 PM,59.164,,,,,
508,06/13/19 12:00:00 AM,58.647,,,,,
509,06/13/19 01:00:00 AM,58.131,,,,,
510,06/13/19 02:00:00 AM,57.785,,,,,
511,06/13/19 03:00:00 AM,57.441,,,,,
512,06/13/19 04:00:00 AM,57.268,,,,,
513,06/13/19 05:00:00 AM,57.096,,,,,
514,06/13/19 06:00:00 AM,57.096,,,,,
515,06/13/19 07:00:00 AM,57.785,,,,,
516,06/13/19 08:00:00 AM,59.508,,,,,
517,06/13/19 09:00:00 AM,61.912,,,,,
518,06/13/19 10:00:00 AM,64.139,,,,,
519,06/13/19 11:00:00 AM,66.537,,,,,
520,06/13/19 12:00:00 PM,70.480,,,,,
521,06/13/19 01:00:00 PM,69.449,,,,,
522,06/13/19 02:00:00 PM,68.763,,,,,
523,06/13/19 03:00:00 PM,72.545,,,,,
524,06/13/19 04:00:00 PM,70.995,,,,,
525,06/13/19 05:00:00 PM,69.793,,,,,
