"Plot Title: LQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309222, SEN S/N: 20309222)","Event, units (LGR S/N: 20309222, SEN S/N: 20309222)","End Of File (LGR S/N: 20309222)"
164,01/16/20 11:41:57 AM,,0.56,
165,01/16/20 11:45:00 AM,45.286,,
166,01/16/20 11:47:55 AM,,0.57,
167,01/16/20 11:59:56 AM,,0.58,
168,01/16/20 12:00:00 PM,45.286,,
169,01/16/20 12:03:23 PM,,0.59,
170,01/16/20 12:07:03 PM,,0.60,
171,01/16/20 12:15:00 PM,46.008,,
172,01/16/20 12:24:55 PM,,0.61,
173,01/16/20 12:30:00 PM,45.828,,
174,01/16/20 12:39:18 PM,,0.62,
175,01/16/20 12:43:52 PM,,0.63,
176,01/16/20 12:45:00 PM,45.648,,
177,01/16/20 12:46:57 PM,,0.64,
178,01/16/20 12:50:00 PM,,0.65,
179,01/16/20 12:52:42 PM,,0.66,
180,01/16/20 12:55:35 PM,,0.67,
181,01/16/20 12:59:08 PM,,0.68,
182,01/16/20 01:00:00 PM,45.648,,
183,01/16/20 01:02:31 PM,,0.69,
184,01/16/20 01:05:48 PM,,0.70,
185,01/16/20 01:08:40 PM,,0.71,
186,01/16/20 01:12:38 PM,,0.72,
187,01/16/20 01:15:00 PM,46.369,,
188,01/16/20 01:24:37 PM,,0.73,
189,01/16/20 01:30:00 PM,47.266,,
190,01/16/20 01:45:00 PM,47.982,,
191,01/16/20 01:46:33 PM,,0.74,
192,01/16/20 02:00:00 PM,48.517,,
193,01/16/20 02:15:00 PM,51.346,,
194,01/16/20 02:30:00 PM,55.537,,
195,01/16/20 02:45:00 PM,55.017,,
196,01/16/20 02:55:37 PM,,0.75,
197,01/16/20 02:57:19 PM,,0.76,
198,01/16/20 02:57:48 PM,,0.77,
199,01/16/20 02:58:06 PM,,0.78,
200,01/16/20 02:58:27 PM,,0.79,
201,01/16/20 02:58:54 PM,,0.80,
202,01/16/20 02:59:14 PM,,0.81,
203,01/16/20 02:59:46 PM,,0.82,
204,01/16/20 03:00:00 PM,51.523,,
205,01/16/20 03:00:06 PM,,0.83,
206,01/16/20 03:00:21 PM,,0.84,
207,01/16/20 03:00:39 PM,,0.85,
208,01/16/20 03:01:05 PM,,0.86,
209,01/16/20 03:01:29 PM,,0.87,
210,01/16/20 03:01:45 PM,,0.88,
211,01/16/20 03:02:10 PM,,0.89,
212,01/16/20 03:09:57 PM,,0.90,
213,01/16/20 03:15:00 PM,48.871,,
214,01/16/20 03:30:00 PM,50.819,,
215,01/16/20 03:45:00 PM,52.401,,
216,01/16/20 04:00:00 PM,52.925,,
217,01/16/20 04:15:00 PM,53.623,,
218,01/16/20 04:30:00 PM,53.100,,
219,01/16/20 04:45:00 PM,51.874,,
220,01/16/20 05:00:00 PM,50.466,,
221,01/16/20 05:15:00 PM,48.695,,
222,01/16/20 05:30:00 PM,47.624,,
223,01/16/20 05:45:00 PM,46.728,,
224,01/16/20 06:00:00 PM,45.648,,
225,01/16/20 06:15:00 PM,44.922,,
226,01/16/20 06:30:00 PM,44.195,,
227,01/16/20 06:45:00 PM,44.013,,
228,01/16/20 07:00:00 PM,43.831,,
229,01/16/20 07:15:00 PM,43.831,,
230,01/16/20 07:30:00 PM,43.831,,
231,01/16/20 07:45:00 PM,44.013,,
232,01/16/20 08:00:00 PM,43.648,,
233,01/16/20 08:15:00 PM,44.195,,
234,01/16/20 08:30:00 PM,44.379,,
235,01/16/20 08:45:00 PM,43.466,,
236,01/16/20 08:55:53 PM,,0.91,
237,01/16/20 09:00:00 PM,42.915,,
238,01/16/20 09:15:00 PM,42.732,,
239,01/16/20 09:30:00 PM,42.915,,
240,01/16/20 09:45:00 PM,42.915,,
241,01/16/20 10:00:00 PM,43.099,,
242,01/16/20 10:15:00 PM,43.282,,
243,01/16/20 10:30:00 PM,43.099,,
244,01/16/20 10:45:00 PM,42.915,,
245,01/16/20 11:00:00 PM,42.179,,
246,01/16/20 11:15:00 PM,41.067,,
247,01/16/20 11:30:00 PM,40.134,,
248,01/16/20 11:45:00 PM,39.760,,
249,01/17/20 12:00:00 AM,39.573,,
250,01/17/20 12:15:00 AM,39.760,,
251,01/17/20 12:27:38 AM,,0.92,
252,01/17/20 12:30:00 AM,41.067,,
253,01/17/20 12:32:06 AM,,0.93,
254,01/17/20 12:40:36 AM,,0.94,
255,01/17/20 12:45:00 AM,42.363,,
256,01/17/20 01:00:00 AM,42.363,,
257,01/17/20 01:15:00 AM,41.625,,
258,01/17/20 01:30:00 AM,40.509,,
259,01/17/20 01:45:00 AM,39.760,,
260,01/17/20 02:00:00 AM,39.196,,
261,01/17/20 02:15:00 AM,39.007,,
262,01/17/20 02:30:00 AM,38.818,,
263,01/17/20 02:45:00 AM,38.629,,
264,01/17/20 03:00:00 AM,38.440,,
265,01/17/20 03:15:00 AM,38.061,,
266,01/17/20 03:30:00 AM,37.870,,
267,01/17/20 03:45:00 AM,37.870,,
268,01/17/20 04:00:00 AM,37.679,,
269,01/17/20 04:15:00 AM,37.107,,
270,01/17/20 04:30:00 AM,36.723,,
271,01/17/20 04:45:00 AM,37.107,,
272,01/17/20 05:00:00 AM,37.107,,
273,01/17/20 05:15:00 AM,37.107,,
274,01/17/20 05:30:00 AM,36.914,,
275,01/17/20 05:45:00 AM,36.531,,
276,01/17/20 06:00:00 AM,36.531,,
277,01/17/20 06:15:00 AM,36.531,,
278,01/17/20 06:30:00 AM,36.723,,
279,01/17/20 06:45:00 AM,36.723,,
280,01/17/20 07:00:00 AM,36.338,,
281,01/17/20 07:15:00 AM,36.338,,
282,01/17/20 07:30:00 AM,36.914,,
283,01/17/20 07:45:00 AM,37.107,,
284,01/17/20 08:00:00 AM,37.107,,
285,01/17/20 08:15:00 AM,37.488,,
286,01/17/20 08:30:00 AM,38.629,,
287,01/17/20 08:45:00 AM,39.947,,
288,01/17/20 09:00:00 AM,41.254,,
289,01/17/20 09:15:00 AM,42.548,,
290,01/17/20 09:30:00 AM,43.648,,
291,01/17/20 09:45:00 AM,44.195,,
292,01/17/20 10:00:00 AM,47.982,,
293,01/17/20 10:15:00 AM,54.147,,
294,01/17/20 10:30:00 AM,57.614,0.94,Logged
