"Plot Title: LQC"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 20309222, SEN S/N: 20309222)","Event, units (LGR S/N: 20309222, SEN S/N: 20309222)","Coupler Attached (LGR S/N: 20309222)","Host Connected (LGR S/N: 20309222)","Coupler Detached (LGR S/N: 20309222)","Stopped (LGR S/N: 20309222)","End Of File (LGR S/N: 20309222)"
89,03/05/20 09:30:00 AM,56.577,,,,,,
90,03/05/20 09:45:00 AM,56.577,,,,,,
91,03/05/20 10:00:00 AM,56.750,,,,,,
92,03/05/20 10:15:00 AM,57.614,,,,,,
93,03/05/20 10:30:00 AM,58.131,,,,,,
94,03/05/20 10:45:00 AM,58.993,,,,,,
95,03/05/20 11:00:00 AM,59.337,,,,,,
96,03/05/20 11:15:00 AM,60.024,,,,,,
97,03/05/20 11:30:00 AM,60.539,,,,,,
98,03/05/20 11:45:00 AM,61.398,,,,,,
99,03/05/20 12:00:00 PM,61.569,,,,,,
100,03/05/20 12:15:00 PM,62.083,,,,,,
101,03/05/20 12:30:00 PM,62.254,,,,,,
102,03/05/20 12:45:00 PM,62.598,,,,,,
103,03/05/20 01:00:00 PM,62.254,,,,,,
104,03/05/20 01:15:00 PM,62.083,,,,,,
105,03/05/20 01:30:00 PM,62.254,,,,,,
106,03/05/20 01:45:00 PM,63.797,,,,,,
107,03/05/20 02:00:00 PM,64.825,,,,,,
108,03/05/20 02:15:00 PM,65.338,,,,,,
109,03/05/20 02:30:00 PM,65.680,,,,,,
110,03/05/20 02:45:00 PM,64.825,,,,,,
111,03/05/20 03:00:00 PM,64.139,,,,,,
112,03/05/20 03:15:00 PM,62.425,,,,,,
113,03/05/20 03:30:00 PM,60.883,,,,,,
114,03/05/20 03:45:00 PM,59.851,,,,,,
115,03/05/20 04:00:00 PM,58.993,,,,,,
116,03/05/20 04:15:00 PM,58.476,,,,,,
117,03/05/20 04:30:00 PM,57.785,,,,,,
118,03/05/20 04:45:00 PM,57.441,,,,,,
119,03/05/20 05:00:00 PM,57.096,,,,,,
120,03/05/20 05:15:00 PM,56.750,,,,,,
121,03/05/20 05:30:00 PM,56.230,,,,,,
122,03/05/20 05:45:00 PM,55.884,,,,,,
123,03/05/20 06:00:00 PM,55.537,,,,,,
124,03/05/20 06:15:00 PM,55.364,,,,,,
125,03/05/20 06:30:00 PM,55.017,,,,,,
126,03/05/20 06:45:00 PM,54.842,,,,,,
127,03/05/20 07:00:00 PM,54.669,,,,,,
128,03/05/20 07:15:00 PM,54.322,,,,,,
129,03/05/20 07:30:00 PM,54.147,,,,,,
130,03/05/20 07:45:00 PM,53.973,,,,,,
131,03/05/20 08:00:00 PM,53.973,,,,,,
132,03/05/20 08:15:00 PM,53.798,,,,,,
133,03/05/20 08:30:00 PM,53.623,,,,,,
134,03/05/20 08:45:00 PM,53.623,,,,,,
135,03/05/20 09:00:00 PM,53.449,,,,,,
136,03/05/20 09:15:00 PM,53.274,,,,,,
137,03/05/20 09:30:00 PM,53.100,,,,,,
138,03/05/20 09:45:00 PM,53.100,,,,,,
139,03/05/20 10:00:00 PM,53.100,,,,,,
140,03/05/20 10:15:00 PM,53.100,,,,,,
141,03/05/20 10:30:00 PM,52.925,,,,,,
142,03/05/20 10:45:00 PM,52.750,,,,,,
143,03/05/20 11:00:00 PM,52.750,,,,,,
144,03/05/20 11:15:00 PM,52.576,,,,,,
145,03/05/20 11:30:00 PM,52.576,,,,,,
146,03/05/20 11:45:00 PM,52.750,,,,,,
147,03/06/20 12:00:00 AM,52.576,,,,,,
148,03/06/20 12:15:00 AM,52.576,,,,,,
149,03/06/20 12:30:00 AM,52.401,,,,,,
150,03/06/20 12:45:00 AM,52.401,,,,,,
151,03/06/20 01:00:00 AM,52.576,,,,,,
152,03/06/20 01:15:00 AM,52.576,,,,,,
153,03/06/20 01:30:00 AM,52.750,,,,,,
154,03/06/20 01:45:00 AM,52.576,,,,,,
155,03/06/20 02:00:00 AM,52.576,,,,,,
156,03/06/20 02:15:00 AM,52.401,,,,,,
157,03/06/20 02:30:00 AM,52.225,,,,,,
158,03/06/20 02:45:00 AM,52.050,,,,,,
159,03/06/20 03:00:00 AM,52.050,,,,,,
160,03/06/20 03:15:00 AM,52.050,,,,,,
161,03/06/20 03:30:00 AM,51.874,,,,,,
162,03/06/20 03:45:00 AM,51.874,,,,,,
163,03/06/20 04:00:00 AM,52.225,,,,,,
164,03/06/20 04:15:00 AM,52.225,,,,,,
165,03/06/20 04:30:00 AM,52.050,,,,,,
166,03/06/20 04:45:00 AM,51.874,,,,,,
167,03/06/20 05:00:00 AM,51.699,,,,,,
168,03/06/20 05:15:00 AM,51.523,,,,,,
169,03/06/20 05:30:00 AM,51.523,,,,,,
170,03/06/20 05:45:00 AM,51.346,,,,,,
171,03/06/20 06:00:00 AM,51.346,,,,,,
172,03/06/20 06:15:00 AM,51.172,,,,,,
173,03/06/20 06:30:00 AM,51.172,,,,,,
174,03/06/20 06:45:00 AM,51.172,,,,,,
175,03/06/20 07:00:00 AM,51.346,,,,,,
176,03/06/20 07:15:00 AM,51.346,,,,,,
177,03/06/20 07:30:00 AM,51.523,,,,,,
178,03/06/20 07:45:00 AM,51.699,,,,,,
179,03/06/20 08:00:00 AM,52.225,,,,,,
180,03/06/20 08:15:00 AM,52.925,,,,,,
181,03/06/20 08:30:00 AM,53.798,,,,,,
182,03/06/20 08:45:00 AM,54.669,,,,,,
183,03/06/20 09:00:00 AM,55.189,,,,,,
184,03/06/20 09:15:00 AM,56.404,,,,,,
185,03/06/20 09:30:00 AM,57.096,,,,,,
186,03/06/20 09:45:00 AM,57.268,,,,,,
187,03/06/20 10:00:00 AM,57.785,,,,,,
188,03/06/20 10:15:00 AM,59.164,,,,,,
189,03/06/20 10:30:00 AM,60.539,,,,,,
190,03/06/20 10:45:00 AM,60.883,,,,,,
191,03/06/20 11:00:00 AM,60.539,,,,,,
192,03/06/20 11:15:00 AM,60.883,,,,,,
193,03/06/20 11:30:00 AM,62.083,,,,,,
194,03/06/20 11:45:00 AM,60.539,,,,,,
195,03/06/20 12:00:00 PM,59.851,,,,,,
196,03/06/20 12:15:00 PM,59.680,,,,,,
197,03/06/20 12:30:00 PM,60.539,,,,,,
198,03/06/20 12:45:00 PM,61.912,,,,,,
199,03/06/20 01:00:00 PM,61.398,,,,,,
200,03/06/20 01:15:00 PM,61.227,,,,,,
201,03/06/20 01:30:00 PM,60.195,,,,,,
202,03/06/20 01:45:00 PM,59.337,,,,,,
203,03/06/20 02:00:00 PM,59.680,,,,,,
204,03/06/20 02:15:00 PM,58.647,,,,,,
205,03/06/20 02:30:00 PM,59.337,,,,,,
206,03/06/20 02:45:00 PM,59.508,,,,,,
207,03/06/20 03:00:00 PM,59.337,,,,,,
208,03/06/20 03:15:00 PM,59.508,,,,,,
209,03/06/20 03:30:00 PM,60.712,,,,,,
210,03/06/20 03:45:00 PM,58.647,,,,,,
211,03/06/20 04:00:00 PM,56.404,,,,,,
212,03/06/20 04:15:00 PM,54.842,,,,,,
213,03/06/20 04:30:00 PM,54.669,,,,,,
214,03/06/20 04:45:00 PM,54.495,,,,,,
215,03/06/20 05:00:00 PM,53.973,,,,,,
216,03/06/20 05:15:00 PM,53.973,,,,,,
217,03/06/20 05:30:00 PM,53.623,,,,,,
218,03/06/20 05:45:00 PM,53.274,,,,,,
219,03/06/20 06:00:00 PM,52.925,,,,,,
220,03/06/20 06:15:00 PM,52.750,,,,,,
221,03/06/20 06:30:00 PM,52.576,,,,,,
222,03/06/20 06:45:00 PM,52.225,,,,,,
223,03/06/20 07:00:00 PM,52.050,,,,,,
224,03/06/20 07:15:00 PM,52.050,,,,,,
225,03/06/20 07:30:00 PM,52.225,,,,,,
226,03/06/20 07:45:00 PM,51.874,,,,,,
227,03/06/20 08:00:00 PM,51.523,,,,,,
228,03/06/20 08:15:00 PM,51.523,,,,,,
229,03/06/20 08:21:02 PM,,0.01,,,,,
230,03/06/20 08:30:00 PM,50.995,,,,,,
231,03/06/20 08:45:00 PM,50.819,,,,,,
232,03/06/20 09:00:00 PM,50.643,,,,,,
233,03/06/20 09:15:00 PM,50.466,,,,,,
234,03/06/20 09:30:00 PM,50.113,,,,,,
235,03/06/20 09:45:00 PM,50.113,,,,,,
236,03/06/20 10:00:00 PM,49.937,,,,,,
237,03/06/20 10:10:36 PM,,0.02,,,,,
238,03/06/20 10:15:00 PM,50.113,,,,,,
239,03/06/20 10:30:00 PM,49.937,,,,,,
240,03/06/20 10:45:00 PM,49.759,,,,,,
241,03/06/20 11:00:00 PM,49.759,,,,,,
242,03/06/20 11:15:00 PM,49.582,,,,,,
243,03/06/20 11:30:00 PM,49.404,,,,,,
244,03/06/20 11:45:00 PM,49.404,,,,,,
245,03/07/20 12:00:00 AM,49.404,,,,,,
246,03/07/20 12:15:00 AM,49.228,,,,,,
247,03/07/20 12:30:00 AM,49.404,,,,,,
248,03/07/20 12:45:00 AM,49.404,,,,,,
249,03/07/20 01:00:00 AM,49.582,,,,,,
250,03/07/20 01:15:00 AM,49.759,,,,,,
251,03/07/20 01:30:00 AM,49.759,,,,,,
252,03/07/20 01:45:00 AM,49.404,,,,,,
253,03/07/20 02:00:00 AM,49.228,,,,,,
254,03/07/20 02:15:00 AM,49.050,,,,,,
255,03/07/20 02:30:00 AM,49.228,,,,,,
256,03/07/20 02:45:00 AM,49.050,,,,,,
257,03/07/20 03:00:00 AM,48.695,,,,,,
258,03/07/20 03:15:00 AM,48.517,,,,,,
259,03/07/20 03:30:00 AM,48.160,,,,,,
260,03/07/20 03:45:00 AM,47.802,,,,,,
261,03/07/20 04:00:00 AM,47.266,,,,,,
262,03/07/20 04:15:00 AM,46.908,,,,,,
263,03/07/20 04:30:00 AM,47.088,,,,,,
264,03/07/20 04:45:00 AM,47.088,,,,,,
265,03/07/20 05:00:00 AM,47.088,,,,,,
266,03/07/20 05:07:50 AM,,0.03,,,,,
267,03/07/20 05:15:00 AM,47.266,,,,,,
268,03/07/20 05:30:00 AM,47.446,,,,,,
269,03/07/20 05:45:00 AM,47.446,,,,,,
270,03/07/20 06:00:00 AM,47.624,,,,,,
271,03/07/20 06:15:00 AM,47.624,,,,,,
272,03/07/20 06:20:01 AM,,0.04,,,,,
273,03/07/20 06:28:52 AM,,0.05,,,,,
274,03/07/20 06:30:00 AM,47.802,,,,,,
275,03/07/20 06:45:00 AM,47.802,,,,,,
276,03/07/20 07:00:00 AM,47.802,,,,,,
277,03/07/20 07:15:00 AM,47.982,,,,,,
278,03/07/20 07:30:00 AM,48.160,,,,,,
279,03/07/20 07:45:00 AM,48.871,,,,,,
280,03/07/20 08:00:00 AM,49.404,,,,,,
281,03/07/20 08:15:00 AM,49.582,,,,,,
282,03/07/20 08:17:35 AM,,0.06,,,,,
283,03/07/20 08:30:00 AM,49.937,,,,,,
284,03/07/20 08:45:00 AM,50.995,,,,,,
285,03/07/20 09:00:00 AM,51.699,,,,,,
286,03/07/20 09:15:00 AM,52.401,,,,,,
287,03/07/20 09:30:00 AM,53.274,,,,,,
288,03/07/20 09:45:00 AM,55.189,,,,,,
289,03/07/20 10:00:00 AM,55.884,,,,,,
290,03/07/20 10:15:00 AM,56.230,,,,,,
291,03/07/20 10:30:00 AM,56.923,,,,,,
292,03/07/20 10:45:00 AM,56.404,,,,,,
293,03/07/20 11:00:00 AM,55.711,,,,,,
294,03/07/20 11:15:00 AM,56.057,,,,,,
295,03/07/20 11:30:00 AM,54.495,,,,,,
296,03/07/20 11:30:15 AM,,0.07,,,,,
297,03/07/20 11:33:32 AM,,0.08,,,,,
298,03/07/20 11:45:00 AM,53.623,,,,,,
299,03/07/20 11:45:06 AM,,0.09,,,,,
300,03/07/20 12:00:00 PM,53.449,,,,,,
301,03/07/20 12:13:11 PM,,0.10,,,,,
302,03/07/20 12:15:00 PM,52.925,,,,,,
303,03/07/20 12:30:00 PM,53.798,,,,,,
304,03/07/20 12:45:00 PM,54.495,,,,,,
305,03/07/20 01:00:00 PM,54.842,,,,,,
306,03/07/20 01:15:00 PM,55.017,,,,,,
307,03/07/20 01:30:00 PM,55.364,,,,,,
308,03/07/20 01:35:35 PM,,0.11,,,,,
309,03/07/20 01:43:22 PM,,0.12,,,,,
310,03/07/20 01:45:00 PM,55.189,,,,,,
311,03/07/20 01:52:55 PM,,0.13,,,,,
312,03/07/20 01:58:07 PM,,0.14,,,,,
313,03/07/20 02:00:00 PM,54.495,,,,,,
314,03/07/20 02:15:00 PM,57.785,,,,,,
315,03/07/20 02:30:00 PM,59.680,,,,,,
316,03/07/20 02:45:00 PM,61.054,,,,,,
317,03/07/20 03:00:00 PM,62.940,,,,,,
318,03/07/20 03:15:00 PM,63.111,,,,,,
319,03/07/20 03:30:00 PM,62.083,,,,,,
320,03/07/20 03:45:00 PM,62.254,,,,,,
321,03/07/20 04:00:00 PM,60.712,,,,,,
322,03/07/20 04:15:00 PM,57.958,,,,,,
323,03/07/20 04:30:00 PM,57.268,,,,,,
324,03/07/20 04:45:00 PM,57.441,,,,,,
325,03/07/20 05:00:00 PM,56.230,,,,,,
326,03/07/20 05:15:00 PM,55.537,,,,,,
327,03/07/20 05:30:00 PM,54.322,,,,,,
328,03/07/20 05:45:00 PM,53.100,,,,,,
329,03/07/20 06:00:00 PM,52.050,,,,,,
330,03/07/20 06:15:00 PM,50.290,,,,,,
331,03/07/20 06:30:00 PM,48.517,,,,,,
332,03/07/20 06:45:00 PM,46.908,,,,,,
333,03/07/20 07:00:00 PM,45.648,,,,,,
334,03/07/20 07:15:00 PM,45.648,,,,,,
335,03/07/20 07:30:00 PM,44.922,,,,,,
336,03/07/20 07:45:00 PM,44.560,,,,,,
337,03/07/20 08:00:00 PM,44.195,,,,,,
338,03/07/20 08:15:00 PM,44.013,,,,,,
339,03/07/20 08:30:00 PM,44.013,,,,,,
340,03/07/20 08:45:00 PM,44.195,,,,,,
341,03/07/20 09:00:00 PM,44.379,,,,,,
342,03/07/20 09:15:00 PM,44.742,,,,,,
343,03/07/20 09:30:00 PM,44.742,,,,,,
344,03/07/20 09:45:00 PM,44.922,,,,,,
345,03/07/20 10:00:00 PM,45.104,,,,,,
346,03/07/20 10:15:00 PM,45.286,,,,,,
347,03/07/20 10:30:00 PM,45.286,,,,,,
348,03/07/20 10:45:00 PM,45.286,,,,,,
349,03/07/20 11:00:00 PM,44.922,,,,,,
350,03/07/20 11:15:00 PM,44.742,,,,,,
351,03/07/20 11:30:00 PM,45.104,,,,,,
352,03/07/20 11:45:00 PM,45.466,,,,,,
353,03/08/20 12:00:00 AM,45.828,,,,,,
354,03/08/20 12:15:00 AM,46.008,,,,,,
355,03/08/20 12:30:00 AM,46.008,,,,,,
356,03/08/20 12:45:00 AM,46.008,,,,,,
357,03/08/20 01:00:00 AM,46.008,,,,,,
358,03/08/20 01:12:27 AM,,0.15,,,,,
359,03/08/20 01:15:00 AM,46.008,,,,,,
360,03/08/20 01:30:00 AM,46.188,,,,,,
361,03/08/20 01:45:00 AM,46.008,,,,,,
362,03/08/20 02:00:00 AM,45.466,,,,,,
363,03/08/20 02:15:00 AM,44.742,,,,,,
364,03/08/20 02:30:00 AM,43.831,,,,,,
365,03/08/20 02:45:00 AM,43.099,,,,,,
366,03/08/20 03:00:00 AM,42.548,,,,,,
367,03/08/20 03:15:00 AM,41.994,,,,,,
368,03/08/20 03:30:00 AM,41.810,,,,,,
369,03/08/20 03:45:00 AM,41.625,,,,,,
370,03/08/20 04:00:00 AM,41.254,,,,,,
371,03/08/20 04:15:00 AM,41.067,,,,,,
372,03/08/20 04:30:00 AM,40.881,,,,,,
373,03/08/20 04:45:00 AM,40.509,,,,,,
374,03/08/20 05:00:00 AM,40.134,,,,,,
375,03/08/20 05:15:00 AM,39.760,,,,,,
376,03/08/20 05:30:00 AM,39.573,,,,,,
377,03/08/20 05:45:00 AM,39.384,,,,,,
378,03/08/20 06:00:00 AM,39.384,,,,,,
379,03/08/20 06:15:00 AM,39.384,,,,,,
380,03/08/20 06:30:00 AM,39.196,,,,,,
381,03/08/20 06:45:00 AM,39.384,,,,,,
382,03/08/20 07:00:00 AM,39.573,,,,,,
383,03/08/20 07:15:00 AM,39.760,,,,,,
384,03/08/20 07:30:00 AM,40.134,,,,,,
385,03/08/20 07:45:00 AM,40.696,,,,,,
386,03/08/20 08:00:00 AM,41.439,,,,,,
387,03/08/20 08:15:00 AM,42.548,,,,,,
388,03/08/20 08:30:00 AM,44.013,,,,,,
389,03/08/20 08:45:00 AM,46.188,,,,,,
390,03/08/20 09:00:00 AM,48.339,,,,,,
391,03/08/20 09:15:00 AM,49.937,,,,,,
392,03/08/20 09:30:00 AM,52.050,,,,,,
393,03/08/20 09:45:00 AM,54.669,,,,,,
394,03/08/20 10:00:00 AM,57.441,,,,,,
395,03/08/20 10:15:00 AM,60.024,,,,,,
396,03/08/20 10:30:00 AM,62.083,,,,,,
397,03/08/20 10:45:00 AM,64.139,,,,,,
398,03/08/20 11:00:00 AM,65.509,,,,,,
399,03/08/20 11:15:00 AM,62.769,,,,,,
400,03/08/20 11:30:00 AM,63.111,,,,,,
401,03/08/20 11:45:00 AM,62.083,,,,,,
402,03/08/20 12:00:00 PM,63.455,,,,,,
403,03/08/20 12:15:00 PM,63.626,,,,,,
404,03/08/20 12:30:00 PM,63.455,,,,,,
405,03/08/20 12:45:00 PM,62.940,,,,,,
406,03/08/20 01:00:00 PM,61.912,,,,,,
407,03/08/20 01:15:00 PM,60.195,,,,,,
408,03/08/20 01:30:00 PM,59.851,,,,,,
409,03/08/20 01:45:00 PM,61.741,,,,,,
410,03/08/20 02:00:00 PM,61.912,,,,,,
411,03/08/20 02:15:00 PM,61.227,,,,,,
412,03/08/20 02:30:00 PM,62.083,,,,,,
413,03/08/20 02:45:00 PM,61.912,,,,,,
414,03/08/20 03:00:00 PM,61.912,,,,,,
415,03/08/20 03:15:00 PM,61.912,,,,,,
416,03/08/20 03:30:00 PM,61.054,,,,,,
417,03/08/20 03:45:00 PM,60.883,,,,,,
418,03/08/20 04:00:00 PM,60.539,,,,,,
419,03/08/20 04:15:00 PM,60.368,,,,,,
420,03/08/20 04:30:00 PM,59.851,,,,,,
421,03/08/20 04:45:00 PM,58.131,,,,,,
422,03/08/20 05:00:00 PM,56.923,,,,,,
423,03/08/20 05:15:00 PM,56.230,,,,,,
424,03/08/20 05:30:00 PM,55.537,,,,,,
425,03/08/20 05:45:00 PM,54.669,,,,,,
426,03/08/20 06:00:00 PM,53.623,,,,,,
427,03/08/20 06:15:00 PM,52.576,,,,,,
428,03/08/20 06:30:00 PM,51.699,,,,,,
429,03/08/20 06:45:00 PM,50.819,,,,,,
430,03/08/20 07:00:00 PM,50.113,,,,,,
431,03/08/20 07:15:00 PM,49.582,,,,,,
432,03/08/20 07:30:00 PM,49.228,,,,,,
433,03/08/20 07:45:00 PM,49.050,,,,,,
434,03/08/20 08:00:00 PM,48.871,,,,,,
435,03/08/20 08:15:00 PM,48.695,,,,,,
436,03/08/20 08:30:00 PM,48.517,,,,,,
437,03/08/20 08:45:00 PM,48.871,,,,,,
438,03/08/20 09:00:00 PM,48.871,,,,,,
439,03/08/20 09:15:00 PM,48.517,,,,,,
440,03/08/20 09:30:00 PM,47.802,,,,,,
441,03/08/20 09:45:00 PM,47.266,,,,,,
442,03/08/20 10:00:00 PM,47.088,,,,,,
443,03/08/20 10:15:00 PM,46.908,,,,,,
444,03/08/20 10:30:00 PM,46.728,,,,,,
445,03/08/20 10:45:00 PM,46.548,,,,,,
446,03/08/20 11:00:00 PM,46.188,,,,,,
447,03/08/20 11:15:00 PM,45.828,,,,,,
448,03/08/20 11:30:00 PM,45.286,,,,,,
449,03/08/20 11:45:00 PM,44.742,,,,,,
450,03/09/20 12:00:00 AM,44.742,,,,,,
451,03/09/20 12:15:00 AM,45.104,,,,,,
452,03/09/20 12:30:00 AM,45.466,,,,,,
453,03/09/20 12:45:00 AM,45.648,,,,,,
454,03/09/20 01:00:00 AM,45.648,,,,,,
455,03/09/20 01:15:00 AM,45.466,,,,,,
456,03/09/20 01:30:00 AM,45.286,,,,,,
457,03/09/20 01:45:00 AM,44.742,,,,,,
458,03/09/20 02:00:00 AM,44.379,,,,,,
459,03/09/20 02:15:00 AM,44.195,,,,,,
460,03/09/20 02:30:00 AM,43.466,,,,,,
461,03/09/20 02:45:00 AM,43.099,,,,,,
462,03/09/20 03:00:00 AM,42.732,,,,,,
463,03/09/20 03:15:00 AM,42.548,,,,,,
464,03/09/20 03:30:00 AM,42.548,,,,,,
465,03/09/20 03:45:00 AM,42.363,,,,,,
466,03/09/20 04:00:00 AM,42.179,,,,,,
467,03/09/20 04:15:00 AM,42.363,,,,,,
468,03/09/20 04:30:00 AM,42.363,,,,,,
469,03/09/20 04:45:00 AM,42.363,,,,,,
470,03/09/20 05:00:00 AM,42.363,,,,,,
471,03/09/20 05:15:00 AM,42.363,,,,,,
472,03/09/20 05:30:00 AM,42.548,,,,,,
473,03/09/20 05:45:00 AM,42.179,,,,,,
474,03/09/20 06:00:00 AM,41.810,,,,,,
475,03/09/20 06:15:00 AM,41.994,,,,,,
476,03/09/20 06:30:00 AM,42.363,,,,,,
477,03/09/20 06:45:00 AM,43.282,,,,,,
478,03/09/20 07:00:00 AM,44.195,,,,,,
479,03/09/20 07:15:00 AM,44.560,,,,,,
480,03/09/20 07:30:00 AM,45.466,,,,,,
481,03/09/20 07:45:00 AM,46.369,,,,,,
482,03/09/20 08:00:00 AM,47.088,,,,,,
483,03/09/20 08:15:00 AM,47.802,,,,,,
484,03/09/20 08:30:00 AM,49.582,,,,,,
485,03/09/20 08:45:00 AM,53.100,,,,,,
486,03/09/20 09:00:00 AM,56.750,,,,,,
487,03/09/20 09:15:00 AM,58.993,,,,,,
488,03/09/20 09:30:00 AM,61.054,,,,,,
489,03/09/20 09:45:00 AM,63.797,,,,,,
490,03/09/20 10:00:00 AM,64.139,,,,,,
491,03/09/20 10:15:00 AM,64.481,,,,,,
492,03/09/20 10:30:00 AM,68.421,,,,,,
493,03/09/20 10:45:00 AM,71.512,,,,,,
494,03/09/20 11:00:00 AM,72.199,,,,,,
495,03/09/20 11:15:00 AM,74.271,,,,,,
496,03/09/20 11:30:00 AM,73.234,,,,,,
497,03/09/20 11:45:00 AM,69.622,,,,,,
498,03/09/20 12:00:00 PM,66.708,,,,,,
499,03/09/20 12:15:00 PM,66.537,,,,,,
500,03/09/20 12:30:00 PM,66.879,,,,,,
501,03/09/20 12:45:00 PM,65.509,,,,,,
502,03/09/20 01:00:00 PM,63.626,,,,,,
503,03/09/20 01:15:00 PM,64.652,,,,,,
504,03/09/20 01:30:00 PM,65.338,,,,,,
